1472716800,1.115555
1472717100,1.115543
1472717400,1.115814
1472717700,1.115842
1472718000,1.115847
1472718300,1.115933
1472718600,1.115895
1472718900,1.115763
1472719200,1.115768
1472719500,1.115679
1472719800,1.115622
1472720100,1.115491
1472720400,1.115718
1472720700,1.115634
1472721000,1.115594
1472721300,1.115448
1472721600,1.115514
1472721900,1.115738
1472722200,1.115630
1472722500,1.115686
1472722800,1.115821
1472723100,1.116039
1472723400,1.116118
1472723700,1.116313
1472724000,1.115875
1472724300,1.115921
1472724600,1.116070
1472724900,1.116373
1472725200,1.116258
1472725500,1.116172
1472725800,1.115910
1472726100,1.115741
1472726400,1.115821
1472726700,1.115729
1472727000,1.115588
1472727300,1.115582
1472727600,1.115957
1472727900,1.116006
1472728200,1.115740
1472728500,1.115727
1472728800,1.115621
1472729100,1.115650
1472729400,1.115723
1472729700,1.115761
1472730000,1.115675
1472730300,1.115565
1472730600,1.115640
1472730900,1.115612
1472731200,1.115614
1472731500,1.115488
1472731800,1.115471
1472732100,1.115521
1472732400,1.115358
1472732700,1.115336
1472733000,1.115477
1472733300,1.115360
1472733600,1.115262
1472733900,1.115325
1472734200,1.115390
1472734500,1.115316
1472734800,1.115384
1472735100,1.115257
1472735400,1.115176
1472735700,1.115075
1472736000,1.115030
1472736300,1.114999
1472736600,1.115061
1472736900,1.115134
1472737200,1.115139
1472737500,1.115104
1472737800,1.115204
1472738100,1.115213
1472738400,1.115015
1472738700,1.114992
1472739000,1.114844
1472739300,1.114849
1472739600,1.114808
1472739900,1.114678
1472740200,1.114654
1472740500,1.114622
1472740800,1.114600
1472741100,1.114597
1472741400,1.114904
1472741700,1.114976
1472742000,1.114816
