cdate,openp,highp,lowp,closep,adjp,volume
1983-06-14,13.809346,14.103789,13.779899,118.000000,13.897677,3886000
1983-06-15,13.927125,14.251012,13.912399,121.000000,14.251012,4681200
1983-06-16,14.339343,14.471846,14.309896,121.750000,14.339343,4933600
1983-06-17,14.339343,14.427670,14.162676,121.125000,14.265724,2502000
1983-06-20,14.324615,14.457112,14.309896,122.000000,14.368788,2593600
1983-06-21,14.412958,14.560172,14.206836,123.125000,14.501276,3308800
1983-06-22,14.545447,14.663228,14.427670,123.500000,14.545447,2937200
1983-06-23,14.545447,14.574887,14.457112,123.250000,14.516005,2328000
1983-06-24,14.501276,14.589617,14.442396,123.000000,14.486561,1785600
1983-06-27,14.457112,14.457112,14.162676,120.875000,14.236280,2171600
1983-06-28,14.265724,14.295178,13.868229,118.000000,13.897677,3382400
1983-06-29,13.971287,14.236280,13.882950,120.000000,14.133226,2679200
1983-06-30,14.192132,14.251012,14.103789,120.250000,14.162676,2224800
1983-07-01,14.206836,14.280448,14.177393,121.000000,14.251012,1492400
1983-07-05,14.044905,14.089058,13.971287,119.250000,14.044905,3773200
1983-07-06,14.118505,14.339343,14.015449,121.625000,14.324615,2716800
1983-07-07,14.324615,14.457112,14.103789,119.750000,14.103789,3862000
1983-07-08,14.206836,14.309896,14.162676,121.500000,14.309896,1738400
1983-07-11,14.339343,14.530722,14.309896,123.250000,14.516005,3106800
1983-07-12,14.486561,14.545447,14.206836,120.875000,14.236280,3622400
1983-07-13,14.221560,14.339343,14.162676,121.250000,14.280448,2479200
1983-07-14,14.339343,14.604341,14.324615,122.000000,14.368788,4694000
1983-07-15,14.324615,14.339343,14.074340,120.125000,14.147956,3736800
1983-07-18,14.147956,14.192132,14.030168,119.875000,14.118505,3266000
1983-07-19,14.147956,14.309896,14.133226,120.875000,14.236280,2924000
1983-07-20,14.368788,14.766282,14.368788,125.375000,14.766282,5254400
1983-07-21,14.736835,14.869330,14.545447,125.500000,14.780999,3738800
1983-07-22,14.714761,14.780999,14.648505,124.375000,14.648505,2007200
1983-07-25,14.545447,14.869330,14.545447,125.875000,14.825166,2971600
1983-07-26,14.839900,14.957665,14.751555,125.750000,14.810443,3117600
1983-07-27,14.854612,14.898785,14.442396,123.375000,14.530722,3143200
1983-07-28,14.516005,14.619058,14.309896,122.000000,14.368788,2861600
1983-07-29,14.339343,14.368788,14.059618,120.375000,14.177393,4978000
1983-08-01,14.162676,14.295178,14.162676,120.750000,14.221560,3228400
1983-08-02,14.265724,14.309896,14.147956,120.500000,14.192132,2036000
1983-08-03,14.192132,14.295178,14.030168,121.250000,14.280448,3280400
1983-08-04,14.185491,14.230000,13.948071,119.500000,14.185491,3551600
1983-08-05,14.126133,14.259682,14.126133,119.750000,14.215162,2867200
1983-08-08,14.155799,14.230000,14.066777,119.000000,14.126133,2197200
1983-08-09,14.170651,14.185491,13.844201,118.125000,14.022268,4730000
1983-08-10,13.977744,14.126133,13.888707,118.125000,14.022268,3575200
1983-08-11,14.066777,14.140977,13.948071,117.750000,13.977744,1722000
1983-08-12,14.007431,14.111293,13.992587,118.500000,14.066777,1531600
1983-08-15,14.200325,14.422897,14.140977,120.500000,14.304194,4378800
1983-08-16,14.333873,14.482254,14.289356,121.625000,14.437742,2868400
1983-08-17,14.437742,14.660316,14.437742,123.000000,14.600962,3464000
1983-08-18,14.645473,14.689997,14.408074,121.625000,14.437742,2962000
1983-08-19,14.467410,14.541609,14.378384,122.500000,14.541609,1595200
1983-08-22,14.586120,14.630635,14.319028,121.250000,14.393221,2672400
1983-08-23,14.333873,14.348705,14.066777,119.375000,14.170651,4703200
1983-08-24,14.066777,14.126133,13.770007,116.500000,13.829364,3898000
1983-08-25,13.859041,13.873878,13.680984,116.250000,13.799689,3709600
1983-08-26,13.725495,14.037105,13.725495,117.875000,13.992587,2725200
1983-08-29,13.918400,14.155799,13.873878,119.000000,14.126133,2041200
1983-08-30,14.126133,14.155799,13.918400,117.375000,13.933226,2767600
1983-08-31,13.962912,14.185491,13.903556,119.500000,14.185491,2473200
1983-09-01,14.200325,14.200325,14.022268,118.625000,14.081616,2486800
1983-09-02,14.081616,14.215162,14.066777,119.750000,14.215162,2195200
1983-09-06,14.304194,14.467410,14.244836,121.875000,14.467410,3193600
1983-09-07,14.452577,14.586120,14.363551,122.375000,14.526764,3616000
1983-09-08,14.511930,14.660316,14.437742,122.250000,14.511930,2537200
1983-09-09,14.511930,14.586120,14.408074,122.250000,14.511930,1582800
1983-09-12,14.630635,14.645473,14.378384,121.500000,14.422897,4432400
1983-09-13,14.393221,14.482254,14.319028,122.000000,14.482254,2902400
1983-09-14,14.467410,14.660316,14.437742,122.875000,14.586120,3257200
1983-09-15,14.586120,14.630635,14.422897,121.750000,14.452577,2764400
1983-09-16,14.422897,14.749338,14.422897,123.125000,14.615798,3278800
1983-09-19,14.645473,14.823535,14.556449,123.750000,14.689997,3646000
1983-09-20,14.764179,14.779020,14.615798,123.875000,14.704835,3769200
1983-09-21,14.689997,14.734500,14.586120,123.000000,14.600962,283600
1983-09-22,14.586120,14.808694,14.571282,124.625000,14.793857,4397200
1983-09-23,14.838368,15.031271,14.704835,126.625000,15.031271,4447600
1983-09-26,15.031271,15.372544,14.957073,128.625000,15.268682,8390000
1983-09-27,15.239006,15.239006,15.016429,127.875000,15.179657,5086000
1983-09-28,15.209330,15.328039,15.164817,128.750000,15.283523,5282400
1983-09-29,15.298368,15.372544,15.179657,127.875000,15.179657,2894000
1983-09-30,15.209330,15.209330,15.016429,126.875000,15.060940,2282000
1983-10-03,15.016429,15.253851,14.986754,128.125000,15.209330,3513200
1983-10-04,15.313205,15.446746,15.298368,129.875000,15.417075,4760800
1983-10-05,15.402234,15.580293,15.328039,131.125000,15.565458,5564800
1983-10-06,15.565458,15.698999,15.550619,132.125000,15.684162,4418400
1983-10-07,15.698999,15.728683,15.639642,132.250000,15.698999,3213200
1983-10-10,15.654488,15.936411,15.609972,134.250000,15.936411,2633600
1983-10-11,15.788021,15.906738,15.758351,133.000000,15.788021,2748400
1983-10-12,15.773186,15.832547,15.654488,132.625000,15.743512,3724000
1983-10-13,15.758351,15.891903,15.743512,133.625000,15.862221,2889600
1983-10-14,15.862221,15.877054,15.520943,131.750000,15.639642,7990400
1983-10-17,15.580293,15.743512,15.491266,131.750000,15.639642,4519200
1983-10-18,15.609972,15.684162,15.253851,128.750000,15.283523,6974400
1983-10-19,15.283523,15.520943,15.268682,130.500000,15.491266,8290400
1983-10-20,15.476421,15.491266,15.387394,129.750000,15.402234,4566400
1983-10-21,15.387394,15.402234,14.927394,127.000000,15.075774,6221600
1983-10-24,14.897727,15.268682,14.897727,128.250000,15.224174,5966000
1983-10-25,15.298368,15.402234,15.224174,128.500000,15.253851,4722400
1983-10-26,15.268682,15.298368,15.135141,128.000000,15.194498,3911200
1983-10-27,15.179657,15.357721,15.120313,129.375000,15.357721,2808400
1983-10-28,15.328039,15.431907,15.090626,128.000000,15.194498,4423200
1983-10-31,15.239006,15.313205,14.957073,126.750000,15.046109,5766400
1983-11-01,15.105458,15.105458,14.838368,126.750000,15.046109,5652800
1983-11-02,15.010240,15.189632,15.010240,126.500000,15.129840,3785600
1983-11-03,15.129840,15.129840,14.771019,123.875000,14.815868,3690400
1983-11-04,14.741122,14.741122,14.561718,122.250000,14.621524,5898000
1983-11-07,14.606573,14.756066,14.591613,122.125000,14.606573,3214400
1983-11-08,14.576671,14.696266,14.576671,122.250000,14.621524,2603600
1983-11-09,14.636468,14.785971,14.636468,123.625000,14.785971,3435600
1983-11-10,14.830832,15.040120,14.830832,125.250000,14.980331,4663200
1983-11-11,14.995269,15.219549,14.965379,126.875000,15.174686,3139200
1983-11-14,15.204583,15.279340,15.189632,127.500000,15.249428,4122400
1983-11-15,15.129840,15.264389,14.830832,124.500000,14.890623,5417200
1983-11-16,14.905581,15.055077,14.785971,124.750000,14.920534,4215200
1983-11-17,14.845772,14.890623,14.696266,123.375000,14.756066,3265200
1983-11-18,14.771019,14.800923,14.591613,123.500000,14.771019,3272400
1983-11-21,14.726171,15.010240,14.726171,125.250000,14.980331,3113200
1983-11-22,15.010240,15.025170,14.666374,123.000000,14.711230,3940000
1983-11-23,14.741122,14.756066,14.352411,120.875000,14.457062,7134400
1983-11-25,14.486963,14.561718,14.457062,121.000000,14.472016,2195200
1983-11-28,14.472016,14.472016,14.143109,119.250000,14.262710,5398800
1983-11-29,14.232813,14.561718,14.187947,121.625000,14.546759,5111200
1983-11-30,14.531819,14.621524,14.038454,117.375000,14.038454,5902800
1983-12-01,14.083302,14.292613,14.068355,118.875000,14.217854,5565200
1983-12-02,14.202909,14.262710,14.068355,117.875000,14.098252,4311600
1983-12-05,14.098252,14.247757,14.008552,118.625000,14.187947,4595200
1983-12-06,14.202909,14.262710,14.068355,117.625000,14.068355,3024400
1983-12-07,14.068355,14.277661,14.068355,119.250000,14.262710,3106000
1983-12-08,14.202909,14.337454,14.173003,119.000000,14.232813,3460800
1983-12-09,14.472016,14.636468,14.427160,122.250000,14.621524,6666800
1983-12-12,14.666374,14.890623,14.621524,124.000000,14.830832,4791600
1983-12-13,14.756066,14.875669,14.591613,122.125000,14.606573,3968000
1983-12-14,14.666374,14.726171,14.427160,120.875000,14.457062,3424800
1983-12-15,14.457062,14.546759,14.292613,119.500000,14.292613,4560400
1983-12-16,14.352411,14.457062,14.307560,120.875000,14.457062,2564000
1983-12-19,14.457062,14.636468,14.412206,121.250000,14.501921,4327200
1983-12-20,14.531819,14.666374,14.486963,121.750000,14.561718,3340800
1983-12-21,14.636468,14.785971,14.606573,123.625000,14.785971,3394000
1983-12-22,14.785971,14.845772,14.651423,122.875000,14.696266,3562400
1983-12-23,14.666374,14.800923,14.666374,123.625000,14.785971,2418400
1983-12-27,14.875669,14.920534,14.830832,124.625000,14.905581,2281200
1983-12-28,14.905581,14.905581,14.771019,124.250000,14.860725,3076800
1983-12-29,14.905581,14.935483,14.711230,123.125000,14.726171,2369200
1983-12-30,14.681323,14.756066,14.591613,122.000000,14.591613,1685600
1984-01-03,14.621524,14.756066,14.546759,121.750000,14.561718,2900000
1984-01-04,14.576671,14.830832,14.561718,123.875000,14.815868,7947600
1984-01-05,14.890623,14.950432,14.666374,124.250000,14.860725,5163200
1984-01-06,14.800923,14.890623,14.711230,123.500000,14.771019,3783600
1984-01-09,14.741122,14.830832,14.651423,123.250000,14.741122,2970000
1984-01-10,14.771019,14.815868,14.591613,122.250000,14.621524,2874800
1984-01-11,14.606573,14.681323,14.576671,122.250000,14.621524,3289200
1984-01-12,14.651423,14.711230,14.501921,121.250000,14.501921,3669200
1984-01-13,14.606573,14.621524,14.143109,119.000000,14.232813,7045200
1984-01-16,14.292613,14.412206,14.232813,120.500000,14.412206,4808800
1984-01-17,14.397265,14.472016,14.337454,121.000000,14.472016,3514800
1984-01-18,14.472016,14.576671,14.232813,120.500000,14.412206,8161200
1984-01-19,14.442119,14.442119,14.143109,118.875000,14.217854,8690400
1984-01-20,14.217854,14.247757,13.993595,117.000000,13.993595,11137200
1984-01-23,13.963693,14.008552,13.874001,116.125000,13.888947,5330800
1984-01-24,13.933793,14.023505,13.918857,116.750000,13.963693,4270800
1984-01-25,14.053403,14.083302,13.754397,115.375000,13.799249,6306000
1984-01-26,13.844093,13.859049,13.634792,114.625000,13.709545,5615200
1984-01-27,13.739442,13.754397,13.470339,114.875000,13.739442,5994800
1984-01-30,13.739442,13.754397,13.530138,113.875000,13.619843,5214800
1984-01-31,13.649742,13.724489,13.545082,114.125000,13.649742,6588400
1984-02-01,13.664691,13.709545,13.545082,113.750000,13.604888,5110000
1984-02-02,13.589950,13.694593,13.485291,114.375000,13.679643,4818800
1984-02-03,13.748985,13.794215,13.357026,110.750000,13.357026,5983600
1984-02-06,13.266568,13.372098,13.085658,108.750000,13.115810,9872000
1984-02-07,13.221339,13.357026,13.085658,110.500000,13.326877,10717600
1984-02-08,13.357026,13.372098,12.965064,107.750000,12.995213,6317200
1984-02-09,12.995213,13.281638,12.844454,109.000000,13.145955,9473600
1984-02-10,13.221339,13.326877,13.191196,109.875000,13.251483,6504000
1984-02-13,13.281638,13.296714,13.025361,109.000000,13.145955,3921200
1984-02-14,13.206270,13.387178,13.161035,110.875000,13.372098,4584000
1984-02-15,13.402256,13.432401,13.206270,109.625000,13.221339,4580000
1984-02-16,13.236419,13.311794,13.100731,109.625000,13.221339,4580800
1984-02-17,13.236419,13.326877,13.161035,109.750000,13.236419,2900400
1984-02-21,13.206270,13.251483,13.100731,109.375000,13.191196,2636800
1984-02-22,13.161035,13.372098,13.100731,109.125000,13.161035,4498400
1984-02-23,13.130886,13.176108,12.904757,109.250000,13.176108,5884000
1984-02-24,13.176108,13.447474,13.176108,111.250000,13.417323,4172000
1984-02-27,13.417323,13.688691,13.357026,112.875000,13.613306,5832000
1984-02-28,13.568078,13.568078,13.251483,110.000000,13.266568,4964000
1984-02-29,13.341953,13.477631,13.191196,110.250000,13.296714,4468000
1984-03-01,13.236419,13.462548,13.236419,111.500000,13.447474,3251600
1984-03-02,13.507784,13.613306,13.462548,112.000000,13.507784,4018000
1984-03-05,13.447474,13.447474,13.311794,111.000000,13.387178,3117600
1984-03-06,13.417323,13.462548,13.161035,109.250000,13.176108,3474000
1984-03-07,13.025361,13.055514,12.859526,107.625000,12.980138,6280000
1984-03-08,12.980138,13.176108,12.980138,108.500000,13.085658,3597600
1984-03-09,13.010283,13.100731,12.949979,108.000000,13.025361,2918400
1984-03-12,13.100731,13.326877,13.085658,110.250000,13.296714,5823600
1984-03-13,13.357026,13.507784,13.311794,110.625000,13.341953,5728000
1984-03-14,13.341953,13.447474,13.311794,111.000000,13.387178,3962800
1984-03-15,13.432401,13.568078,13.402256,112.000000,13.507784,3818000
1984-03-16,13.779140,13.779140,13.598230,113.750000,13.718842,8440000
1984-03-19,13.568078,13.748985,13.568078,114.000000,13.748985,3270400
1984-03-20,13.764070,13.914818,13.688691,114.750000,13.839453,4964000
1984-03-21,13.854515,13.929895,13.748985,114.000000,13.748985,3659600
1984-03-22,13.748985,13.748985,13.553004,112.750000,13.598230,3525600
1984-03-23,13.598230,13.628394,13.447474,112.250000,13.537930,3346800
1984-03-26,13.522859,13.658534,13.477631,112.250000,13.537930,7260000
1984-03-27,13.598230,13.733912,13.583157,113.875000,13.733912,4947600
1984-03-28,13.733912,13.914818,13.703765,115.375000,13.914818,4180000
1984-03-29,13.929895,13.960047,13.718842,113.750000,13.718842,3491200
1984-03-30,13.733912,13.824367,13.703765,113.875000,13.733912,2353600
1984-04-02,13.779140,13.824367,13.387178,112.000000,13.507784,8516000
1984-04-03,13.402256,13.568078,13.311794,112.000000,13.507784,8392000
1984-04-04,13.417323,13.447474,13.341953,111.000000,13.387178,2849600
1984-04-05,13.402256,13.432401,13.070580,108.750000,13.115810,5447200
1984-04-06,13.176108,13.236419,12.995213,109.750000,13.236419,5184000
1984-04-09,13.266568,13.266568,13.070580,109.625000,13.221339,3781600
1984-04-10,13.266568,13.357026,13.236419,110.000000,13.266568,3242400
1984-04-11,13.296714,13.311794,13.115810,108.875000,13.130886,2686800
1984-04-12,13.130886,13.598230,12.965064,112.500000,13.568078,7118400
1984-04-13,13.553004,13.688691,13.402256,111.250000,13.417323,5392800
1984-04-16,13.372098,13.613306,13.341953,112.750000,13.598230,3082000
1984-04-17,13.628394,13.688691,13.507784,112.250000,13.537930,3726000
1984-04-18,13.492706,13.537930,13.326877,111.125000,13.402256,2882800
1984-04-19,13.372098,13.402256,13.281638,110.750000,13.357026,4112000
1984-04-23,13.402256,13.432401,13.221339,109.875000,13.251483,3345600
1984-04-24,13.236419,13.462548,13.206270,110.750000,13.357026,4416000
1984-04-25,13.372098,13.537930,13.341953,111.875000,13.492706,3597600
1984-04-26,13.492706,13.688691,13.492706,113.250000,13.658534,4360000
1984-04-27,13.598230,13.779140,13.583157,113.250000,13.658534,4088000
1984-04-30,13.718842,13.824367,13.598230,113.750000,13.718842,4488000
1984-05-01,13.748985,14.050504,13.748985,116.500000,14.050504,5852000
1984-05-02,14.020346,14.140962,13.990199,116.250000,14.020346,5348000
1984-05-03,14.035428,14.035428,13.869593,115.625000,13.944975,3007600
1984-05-04,13.938889,13.969294,13.680483,112.750000,13.710878,3581200
1984-05-07,13.710878,13.786892,13.665281,113.250000,13.771688,2858000
1984-05-08,13.771688,13.893296,13.710878,114.250000,13.893296,2907600
1984-05-09,13.893296,13.969294,13.680483,112.875000,13.726092,4296000
1984-05-10,13.726092,13.786892,13.574079,112.375000,13.665281,4156000
1984-05-11,13.604484,13.634883,13.437280,111.250000,13.528480,3233600
1984-05-14,13.467674,13.650091,13.437280,112.250000,13.650091,2620000
1984-05-15,13.665281,13.771688,13.650091,113.000000,13.741282,3570800
1984-05-16,13.726092,13.726092,13.589283,111.875000,13.604484,3562000
1984-05-17,13.574079,13.589283,13.330866,110.500000,13.437280,4363600
1984-05-18,13.437280,13.482871,13.209264,109.375000,13.300475,6192000
1984-05-21,13.285274,13.346077,13.163668,108.625000,13.209264,3666800
1984-05-22,13.194069,13.194069,13.072465,107.875000,13.118058,4760000
1984-05-23,13.148460,13.254869,13.102859,107.750000,13.102859,4228000
1984-05-24,13.118058,13.148460,12.905267,106.750000,12.981262,4656000
1984-05-25,13.011652,13.118058,12.981262,107.250000,13.042063,3700000
1984-05-29,13.026856,13.087667,12.859662,106.625000,12.966058,3008400
1984-05-30,12.905267,13.194069,12.844458,107.500000,13.072465,4721200
1984-05-31,13.087667,13.224471,13.072465,107.750000,13.102859,4687200
1984-06-01,13.102859,13.209264,13.042063,107.875000,13.118058,4840000
1984-06-04,13.239663,13.285274,13.133268,108.250000,13.163668,4656000
1984-06-05,13.087667,13.087667,12.768449,105.375000,12.814050,7876000
1984-06-06,12.783649,12.890059,12.570835,105.750000,12.859662,10852000
1984-06-07,12.798854,12.920453,12.738050,105.625000,12.844458,5044000
1984-06-08,12.829253,12.890059,12.722850,105.750000,12.859662,4424000
1984-06-11,12.829253,12.829253,12.662054,104.250000,12.677251,3668000
1984-06-12,12.677251,12.753250,12.616442,104.500000,12.707655,5092000
1984-06-13,12.783649,12.829253,12.677251,104.375000,12.692447,3366800
1984-06-14,12.646838,12.662054,12.221233,100.750000,12.251630,7984000
1984-06-15,12.282037,12.297234,12.054024,99.125000,12.054024,10028000
1984-06-18,12.084430,12.388435,12.038827,101.750000,12.373240,5676000
1984-06-19,12.418839,12.616442,12.388435,102.625000,12.479638,6048000
1984-06-20,12.403636,12.464441,12.358039,102.125000,12.418839,7052000
1984-06-21,13.011652,13.133268,12.814050,105.875000,12.874858,7544000
1984-06-22,12.829253,12.950850,12.783649,105.250000,12.798854,3634400
1984-06-25,12.890059,12.920453,12.814050,105.500000,12.829253,2998400
1984-06-26,12.783649,12.829253,12.540439,104.125000,12.662054,3797600
1984-06-27,12.662054,12.707655,12.494843,103.125000,12.540439,4452000
1984-06-28,12.540439,12.844458,12.525245,105.125000,12.783649,2909600
1984-06-29,12.798854,12.950850,12.783649,105.750000,12.859662,4548000
1984-07-02,12.859662,12.859662,12.738050,105.750000,12.859662,2414000
1984-07-03,12.905267,13.057262,12.905267,107.125000,13.026856,2196800
1984-07-05,13.042063,13.072465,12.920453,106.250000,12.920453,2097600
1984-07-06,12.859662,12.890059,12.722850,105.750000,12.859662,2085600
1984-07-09,12.905267,13.072465,12.814050,107.250000,13.042063,2818800
1984-07-10,13.026856,13.057262,12.920453,107.125000,13.026856,3209600
1984-07-11,12.950850,13.026856,12.798854,105.250000,12.798854,3590000
1984-07-12,12.798854,12.844458,12.662054,104.375000,12.692447,4304000
1984-07-13,12.768449,12.859662,12.646838,105.250000,12.798854,3420400
1984-07-16,12.859662,13.042063,12.707655,107.250000,13.042063,3702800
1984-07-17,13.026856,13.178865,12.981262,108.125000,13.148460,4188000
1984-07-18,13.118058,13.148460,13.026856,107.250000,13.042063,2499200
1984-07-19,13.057262,13.057262,12.920453,106.750000,12.981262,3580800
1984-07-20,12.950850,13.042063,12.829253,107.000000,13.011652,3240000
1984-07-23,12.829253,12.935656,12.783649,106.125000,12.905267,3722800
1984-07-24,12.935656,13.011652,12.783649,105.375000,12.814050,2840800
1984-07-25,12.829253,13.102859,12.707655,107.125000,13.026856,6364000
1984-07-26,13.026856,13.224471,12.981262,108.250000,13.163668,4008000
1984-07-27,13.178865,13.330866,13.118058,109.000000,13.254869,4236000
1984-07-30,13.224471,13.300475,13.163668,108.375000,13.178865,2441600
1984-07-31,13.254869,13.482871,13.239663,110.625000,13.452478,5120000
1984-08-01,13.498076,13.771688,13.482871,112.875000,13.726092,5872000
1984-08-02,13.802089,13.999696,13.802089,114.875000,13.969294,7364000
1984-08-03,14.258108,14.744524,14.227699,120.250000,14.622909,13036000
1984-08-06,14.592518,15.078936,14.592518,121.750000,14.805320,9964000
1984-08-07,14.592518,14.926931,14.592518,121.250000,14.744524,6848000
1984-08-08,14.787468,14.848832,14.511351,118.500000,14.542034,6900000
1984-08-09,14.557371,15.124946,14.542034,122.750000,15.063588,6516000
1984-08-10,15.247669,15.324358,14.818156,121.125000,14.864172,9204000
1984-08-13,14.802808,15.063588,14.726107,122.250000,15.002229,4660000
1984-08-14,15.063588,15.124946,14.818156,121.250000,14.879504,3234800
1984-08-15,14.864172,15.155629,14.848832,121.875000,14.956210,4476000
1984-08-16,15.002229,15.170969,15.002229,123.125000,15.109610,4156000
1984-08-17,15.124946,15.201647,15.032906,123.000000,15.094268,3680400
1984-08-20,15.109610,15.155629,15.032906,123.250000,15.124946,3445200
1984-08-21,15.186307,15.554460,15.155629,125.875000,15.447074,8992000
1984-08-22,15.462428,15.508436,15.216986,124.000000,15.216986,5812000
1984-08-23,15.232325,15.431743,15.201647,124.875000,15.324358,3980800
1984-08-24,15.355044,15.416405,15.247669,125.500000,15.401069,2719200
1984-08-27,15.216986,15.309027,15.170969,124.750000,15.309027,2558000
1984-08-28,15.339698,15.431743,15.262997,125.375000,15.385717,2413600
1984-08-29,15.401069,15.462428,15.247669,124.250000,15.247669,3103200
1984-08-30,15.309027,15.324358,15.140285,123.625000,15.170969,2182000
1984-08-31,15.094268,15.232325,15.094268,123.750000,15.186307,2196000
1984-09-04,15.094268,15.109610,14.956210,122.500000,15.032906,2562400
1984-09-05,14.971539,15.048252,14.925528,122.500000,15.032906,3408000
1984-09-06,15.109610,15.247669,15.078929,123.375000,15.140285,3726400
1984-09-07,15.201647,15.201647,14.879504,121.625000,14.925528,3119600
1984-09-10,14.848832,15.140285,14.833491,122.750000,15.063588,3843200
1984-09-11,15.063588,15.278339,15.002229,122.250000,15.002229,5728000
1984-09-12,15.032906,15.140285,14.971539,122.500000,15.032906,3160000
1984-09-13,15.124946,15.477759,15.048252,126.125000,15.477759,4432000
1984-09-14,15.569796,15.677180,15.493104,126.750000,15.554460,5784000
1984-09-17,15.493104,15.769211,15.477759,127.625000,15.661846,4524000
1984-09-18,15.631159,15.692515,15.523783,126.625000,15.539117,4284000
1984-09-19,15.508436,15.753880,15.339698,125.875000,15.447074,6392000
1984-09-20,15.416405,15.493104,15.355044,126.000000,15.462428,4904000
1984-09-21,15.416405,15.646496,15.170969,124.250000,15.247669,5564000
1984-09-24,15.262997,15.355044,15.170969,123.750000,15.186307,3347200
1984-09-25,15.201647,15.309027,15.063588,124.000000,15.216986,4528000
1984-09-26,15.232325,15.462428,15.216986,124.625000,15.293678,4132000
1984-09-27,15.370384,15.462428,15.370384,125.750000,15.431743,2852800
1984-09-28,15.401069,15.477759,15.216986,124.250000,15.247669,2836000
1984-10-01,15.186307,15.186307,15.002229,122.625000,15.048252,3288400
1984-10-02,15.063588,15.170969,14.940873,121.750000,14.940873,4056000
1984-10-03,14.956210,15.032906,14.787468,121.250000,14.879504,5104000
1984-10-04,14.940873,15.002229,14.848832,121.875000,14.956210,2888000
1984-10-05,15.017563,15.017563,14.864172,121.250000,14.879504,2298000
1984-10-08,14.833491,14.848832,14.756794,121.000000,14.848832,1736000
1984-10-09,14.971539,15.002229,14.787468,120.500000,14.787468,3671600
1984-10-10,14.833491,14.940873,14.572716,121.625000,14.925528,6940000
1984-10-11,14.940873,14.986881,14.741445,120.250000,14.756794,5528000
1984-10-12,14.818156,15.002229,14.802808,121.875000,14.956210,4800000
1984-10-15,14.910191,15.140285,14.894858,122.500000,15.032906,4300000
1984-10-16,15.017563,15.063588,14.787468,121.250000,14.879504,4616000
1984-10-17,14.802808,15.094268,14.802808,121.875000,14.956210,3079600
1984-10-18,14.971539,15.493104,14.940873,126.000000,15.462428,1384000
1984-10-19,15.677180,15.677180,15.186307,125.125000,15.355044,7480000
1984-10-22,15.339698,15.523783,15.324358,125.750000,15.431743,3840400
1984-10-23,15.477759,15.631159,15.462428,126.625000,15.539117,4880000
1984-10-24,15.493104,15.631159,15.493104,126.750000,15.554460,3421200
1984-10-25,15.554460,15.554460,15.324358,125.000000,15.339698,4264000
1984-10-26,15.216986,15.355044,15.186307,124.125000,15.232325,2568000
1984-10-29,15.247669,15.324358,15.232325,124.875000,15.324358,1527600
1984-10-30,15.355044,15.600470,15.355044,126.750000,15.554460,3962000
1984-10-31,15.535894,15.690630,15.427572,124.625000,15.427572,3506800
1984-11-01,15.566840,15.706103,15.504952,126.000000,15.597786,4800000
1984-11-02,15.597786,15.659681,15.566840,125.875000,15.582309,3092000
1984-11-05,15.582309,15.706103,15.319254,126.750000,15.690630,2358800
1984-11-06,15.675149,15.814423,15.659681,127.500000,15.783470,5080000
1984-11-07,15.721573,15.737048,15.520418,125.750000,15.566840,6672000
1984-11-08,15.473988,15.566840,15.381151,125.750000,15.566840,4204000
1984-11-09,15.520418,15.535894,15.257360,123.250000,15.257360,3776800
1984-11-12,15.257360,15.350204,15.195474,124.000000,15.350204,3130800
1984-11-13,15.319254,15.381151,15.164515,122.750000,15.195474,4440000
1984-11-14,15.195474,15.319254,15.102616,123.125000,15.241885,3951600
1984-11-15,15.226413,15.257360,15.102616,122.750000,15.195474,2830400
1984-11-16,15.241885,15.241885,14.994297,121.500000,15.040725,4472000
1984-11-19,15.056198,15.056198,14.793135,120.000000,14.855042,4292000
1984-11-20,14.885978,15.025245,14.870506,121.250000,15.009776,5440000
1984-11-21,14.994297,15.025245,14.808617,121.000000,14.978825,4252000
1984-11-23,15.040725,15.179987,14.994297,122.625000,15.179987,4092000
1984-11-26,15.210937,15.257360,15.118091,122.625000,15.179987,4052000
1984-11-27,15.241885,15.489468,15.195474,124.750000,15.443047,5268000
1984-11-28,15.458523,15.458523,15.226413,123.125000,15.241885,3790800
1984-11-29,15.210937,15.241885,15.056198,122.000000,15.102616,4136000
1984-11-30,15.056198,15.133557,14.947878,121.750000,15.071671,3326800
1984-12-03,15.009776,15.025245,14.793135,120.000000,14.855042,5212000
1984-12-04,14.885978,14.978825,14.855042,120.250000,14.885978,3988000
1984-12-05,14.885978,14.885978,14.530075,117.875000,14.591970,5104000
1984-12-06,14.576502,14.793135,14.514606,118.500000,14.669349,5696000
1984-12-07,14.669349,14.746722,14.421759,117.125000,14.499133,4060000
1984-12-10,14.499133,14.638403,14.359864,117.875000,14.591970,6844000
1984-12-11,14.653865,14.746722,14.576502,119.125000,14.746722,5140000
1984-12-12,14.746722,14.777660,14.653865,118.750000,14.700301,2748800
1984-12-13,14.700301,14.808617,14.545546,117.750000,14.576502,4588000
1984-12-14,14.591970,14.885978,14.591970,118.750000,14.700301,5464000
1984-12-17,14.576502,14.731240,14.499133,119.000000,14.731240,4244000
1984-12-18,14.885978,15.257360,14.855042,123.125000,15.241885,7976000
1984-12-19,15.226413,15.412092,15.149035,123.000000,15.226413,6568000
1984-12-20,15.257360,15.334732,15.118091,122.375000,15.149035,3992000
1984-12-21,15.149035,15.319254,14.855042,123.750000,15.319254,5472000
