cdate,openp,highp,lowp,closep,adjp,volume
1962-01-02,2.246296,2.246296,2.221056,572.000000,2.221056,387200
1962-01-03,2.221056,2.240472,2.221056,577.000000,2.240472,288000
1962-01-04,2.240472,2.240472,2.217172,571.250061,2.218143,256000
1962-01-05,2.215231,2.215231,2.170578,560.000000,2.174461,363200
1962-01-08,2.172520,2.172520,2.116217,549.500061,2.133691,544000
1962-01-09,2.143398,2.186109,2.143398,556.000000,2.158930,491200
1962-01-10,2.162812,2.172520,2.162812,557.000061,2.162812,299200
1962-01-11,2.168639,2.186109,2.168639,563.000000,2.186109,315200
1962-01-12,2.189994,2.205526,2.189994,564.000000,2.189994,435200
1962-01-15,2.197758,2.204555,2.197758,566.500000,2.199700,251200
1962-01-16,2.197758,2.197758,2.176402,560.500000,2.176402,251200
1962-01-17,2.166695,2.166695,2.135631,551.500000,2.141458,419200
1962-01-18,2.147281,2.168639,2.147281,553.000000,2.147281,371200
1962-01-19,2.147281,2.153105,2.123983,553.500000,2.149222,400000
1962-01-22,2.149222,2.170578,2.143398,552.500061,2.145339,275200
1962-01-23,2.144367,2.147281,2.120099,547.000000,2.123983,371200
1962-01-24,2.123983,2.135631,2.113303,550.000000,2.135631,408000
1962-01-25,2.135631,2.153105,2.108451,544.000000,2.112333,315200
1962-01-26,2.112333,2.120099,2.100685,541.250000,2.101656,243200
1962-01-29,2.101656,2.116217,2.065738,532.000000,2.065738,579200
1962-01-30,2.065738,2.077386,2.039528,525.250000,2.039528,736000
1962-01-31,2.059913,2.104568,2.059913,542.000000,2.104568,760000
1962-02-01,2.125923,2.158930,2.125923,554.500000,2.153105,640000
1962-02-02,2.153105,2.166695,2.143398,558.000000,2.166695,507200
1962-02-05,2.166695,2.166695,2.127867,551.000000,2.139514,312000
1962-02-06,2.139806,2.143689,2.132039,551.500000,2.141748,256000
1962-02-07,2.143689,2.155340,2.143689,552.000000,2.143689,251200
1962-02-08,2.143689,2.155340,2.143689,552.500061,2.145630,16000
1962-02-09,2.145630,2.161166,2.135923,556.500000,2.161166,432000
1962-02-12,2.161166,2.178641,2.159222,557.000061,2.163107,280000
1962-02-13,2.163107,2.165050,2.128154,548.000000,2.128154,256000
1962-02-14,2.128154,2.135923,2.120388,547.000000,2.124271,208000
1962-02-15,2.124271,2.124271,2.114563,545.000061,2.116504,227200
1962-02-16,2.116504,2.124271,2.114563,544.500061,2.114563,219200
1962-02-19,2.114563,2.124271,2.089321,539.000000,2.093204,280000
1962-02-20,2.094173,2.104854,2.094173,539.250000,2.094173,288000
1962-02-21,2.094173,2.108737,2.078641,535.250000,2.078641,363200
1962-02-23,2.081553,2.089321,2.081553,537.000000,2.085438,288000
1962-02-26,2.085438,2.087379,2.073787,534.999939,2.077669,299200
1962-02-27,2.077669,2.095146,2.066020,536.000000,2.081553,347200
1962-02-28,2.081553,2.085438,2.069904,537.000000,2.085438,267200
1962-03-01,2.093204,2.110679,2.093204,543.500000,2.110679,280000
1962-03-02,2.128154,2.139806,2.128154,548.000000,2.128154,243200
1962-03-05,2.128154,2.128154,2.112622,546.000000,2.120388,360000
1962-03-06,2.120388,2.130096,2.116504,546.500000,2.122330,184000
1962-03-07,2.122330,2.129128,2.116504,548.250000,2.129128,123200
1962-03-08,2.129128,2.133981,2.116504,549.500061,2.133981,184000
1962-03-09,2.135923,2.147573,2.135923,553.000000,2.147573,288000
1962-03-12,2.147573,2.153398,2.139806,552.500061,2.145630,280000
1962-03-13,2.145630,2.145630,2.135923,552.000000,2.143689,123200
1962-03-14,2.143689,2.149513,2.135923,551.000000,2.139806,195200
1962-03-15,2.139806,2.151457,2.135923,550.000000,2.135923,243200
1962-03-16,2.135923,2.145630,2.135923,552.500061,2.145630,160000
1962-03-19,2.149513,2.159222,2.149513,554.000000,2.151457,371200
1962-03-20,2.147573,2.147573,2.137864,550.500000,2.137864,160000
1962-03-21,2.137864,2.143689,2.132039,551.000000,2.139806,256000
1962-03-22,2.132039,2.132039,2.116504,545.000061,2.116504,240000
1962-03-23,2.118446,2.128154,2.118446,547.000000,2.124271,184000
1962-03-26,2.124271,2.132039,2.120388,546.750000,2.123301,131200
1962-03-27,2.118446,2.118446,2.081553,536.500000,2.083496,347200
1962-03-28,2.085438,2.100971,2.085438,539.500000,2.095146,328000
1962-03-29,2.095146,2.104854,2.089321,537.999939,2.089321,227200
1962-03-30,2.085438,2.085438,2.059224,532.750000,2.068932,435200
1962-04-02,2.067962,2.067962,2.040777,525.500000,2.040777,371200
1962-04-03,2.038835,2.038835,1.968931,512.500000,1.990291,912000
1962-04-04,1.990291,2.007767,1.981553,510.250000,1.981553,648000
1962-04-05,1.992234,2.023301,1.992234,521.000000,2.023301,912000
1962-04-06,2.023301,2.038835,2.007767,520.500000,2.021359,432000
1962-04-09,2.021359,2.033010,2.007767,521.000000,2.023301,16000
1962-04-10,2.023301,2.031068,2.011651,523.000000,2.031068,256000
1962-04-11,2.031068,2.046602,2.003883,516.000000,2.003883,528000
1962-04-12,2.003883,2.007767,1.982524,510.500000,1.982524,400000
1962-04-13,1.982524,2.011651,1.980583,518.000000,2.011651,627200
1962-04-16,2.011651,2.025243,1.988350,517.500000,2.009708,507200
1962-04-17,2.009708,2.019418,2.000000,520.000000,2.019418,299200
1962-04-18,2.019418,2.036893,2.013592,519.000000,2.015534,424000
1962-04-19,2.015534,2.023301,2.007767,519.000000,2.015534,387200
1962-04-23,2.015534,2.017476,2.005826,518.500000,2.013592,312000
1962-04-24,2.013592,2.026213,2.009708,518.000000,2.011651,456000
1962-04-25,2.011651,2.019418,1.990291,512.500000,1.990291,459200
1962-04-26,1.988350,1.988350,1.939805,499.499969,1.939805,928000
1962-04-27,1.939805,1.961166,1.864078,485.500031,1.885437,1632000
1962-04-30,1.885437,1.902913,1.747574,454.000000,1.763108,2344000
1962-05-01,1.763108,1.803883,1.669903,461.999969,1.794174,5315200
1962-05-02,1.825243,1.879611,1.825243,472.500000,1.834951,2555200
1962-05-03,1.834951,1.879611,1.821359,482.250000,1.872815,1360000
1962-05-04,1.872815,1.887378,1.854369,486.000031,1.887378,779200
1962-05-07,1.887378,1.901941,1.845631,475.249969,1.845631,827200
1962-05-08,1.843496,1.843496,1.784747,459.500000,1.784747,1032000
1962-05-09,1.784747,1.801255,1.747848,451.000000,1.751733,1600000
1962-05-10,1.751733,1.785719,1.743965,453.000031,1.759502,1907200
1962-05-11,1.759502,1.786688,1.724544,446.000000,1.732312,1896000
1962-05-14,1.732312,1.765327,1.702210,454.499969,1.765327,2728000
1962-05-15,1.765327,1.798341,1.755616,452.000000,1.755616,1683200
1962-05-16,1.755616,1.784747,1.755616,457.000000,1.775037,880000
1962-05-17,1.775037,1.775037,1.736196,449.000000,1.743965,971200
1962-05-18,1.743965,1.753674,1.730371,451.500000,1.753674,731200
1962-05-21,1.753674,1.753674,1.732312,450.000000,1.747848,395200
1962-05-22,1.745906,1.745906,1.689588,435.000000,1.689588,1000000
1962-05-23,1.689588,1.701239,1.612877,415.250000,1.612877,2891200
1962-05-24,1.612877,1.654629,1.545875,398.000031,1.545875,4152000
1962-05-25,1.545875,1.580832,1.507034,398.500031,1.547816,4299200
1962-05-28,1.541992,1.541992,1.378859,361.000031,1.402163,4320000
1962-05-29,1.419642,1.503149,1.419642,383.000000,1.487613,3856000
1962-05-31,1.514803,1.553643,1.514803,392.500000,1.524512,4128000
1962-06-01,1.518686,1.518686,1.486642,385.000000,1.495381,2411200
1962-06-04,1.475962,1.475962,1.398279,360.000000,1.398279,1811200
1962-06-05,1.398279,1.452656,1.371091,364.125000,1.414301,3160000
1962-06-06,1.414301,1.460423,1.406047,365.500000,1.419642,2880000
1962-06-07,1.429352,1.452656,1.429352,370.000000,1.437120,1227200
1962-06-08,1.438090,1.460423,1.438090,371.250000,1.441975,1168000
1962-06-11,1.441975,1.444888,1.392453,359.000000,1.394395,1187200
1962-06-12,1.378859,1.378859,1.301662,335.125000,1.301662,3328000
1962-06-13,1.301662,1.332250,1.251654,322.625000,1.253110,4384000
1962-06-14,1.253110,1.288552,1.165232,306.000000,1.188537,6675200
1962-06-15,1.188537,1.299235,1.167175,333.500000,1.295350,6328000
1962-06-18,1.295350,1.319625,1.233204,329.750000,1.280784,4768000
1962-06-19,1.280784,1.305060,1.266219,336.000000,1.305060,2104000
1962-06-20,1.305060,1.331278,1.273987,328.000000,1.273987,3059200
1962-06-21,1.258451,1.258451,1.224465,315.750000,1.226407,3707200
1962-06-22,1.226407,1.248741,1.206016,320.000000,1.242914,3371200
1962-06-25,1.242914,1.305060,1.225436,332.500000,1.291466,3792000
1962-06-26,1.291466,1.316712,1.242914,320.000000,1.242914,3227200
1962-06-27,1.244857,1.293406,1.244857,333.000031,1.293406,2955200
1962-06-28,1.302147,1.353612,1.302147,343.999969,1.336133,4083200
1962-06-29,1.336133,1.349728,1.313799,339.250031,1.317683,2824000
1962-07-02,1.317683,1.359438,1.314771,350.000000,1.359438,1392000
1962-07-03,1.359438,1.374003,1.351668,351.499969,1.365263,2584000
1962-07-05,1.365263,1.371091,1.354583,350.000000,1.359438,2016000
1962-07-06,1.343901,1.343901,1.328365,345.000000,1.340017,1624000
1962-07-09,1.340017,1.361381,1.324480,350.250000,1.360409,1888000
1962-07-10,1.383714,1.405076,1.383714,358.750000,1.393424,3048000
1962-07-11,1.393424,1.454599,1.387598,374.375000,1.454113,3312000
1962-07-12,1.457512,1.513832,1.457512,379.000000,1.472077,3299200
1962-07-13,1.472077,1.481788,1.446830,376.250000,1.461395,2104000
1962-07-16,1.461395,1.485671,1.446830,382.500000,1.485671,1656000
1962-07-17,1.485671,1.493439,1.437120,370.124969,1.437606,1707200
1962-07-18,1.437606,1.444888,1.406047,365.249969,1.418671,2435200
1962-07-19,1.426439,1.460423,1.426439,367.500000,1.427410,2195200
1962-07-20,1.431294,1.452656,1.431294,371.999969,1.444888,675200
1962-07-23,1.444888,1.464309,1.442946,373.000000,1.448771,840000
1962-07-24,1.441004,1.441004,1.410902,363.250000,1.410902,888000
1962-07-25,1.410902,1.431294,1.393424,367.500000,1.427410,1875200
1962-07-26,1.434207,1.448771,1.434207,369.500000,1.435178,947200
1962-07-27,1.435178,1.459939,1.434207,375.875000,1.459939,947200
1962-07-30,1.469164,1.504607,1.469164,387.375031,1.504607,2848000
1962-07-31,1.504607,1.528397,1.503149,386.999969,1.503149,2771200
1962-08-01,1.499265,1.499265,1.461395,376.250000,1.461395,1216000
1962-08-02,1.462366,1.498295,1.462366,385.750000,1.498295,1488000
1962-08-03,1.498295,1.505091,1.483729,385.000000,1.495381,947200
1962-08-06,1.495381,1.501207,1.474019,380.000000,1.475962,6603200
1962-08-07,1.474795,1.474795,1.450029,373.249969,1.450029,915200
1962-08-08,1.450029,1.487908,1.439346,381.750031,1.483051,1576000
1962-08-09,1.482080,1.482080,1.457313,376.500000,1.462655,1288000
1962-08-10,1.462655,1.475282,1.457313,375.750000,1.459741,976000
1962-08-13,1.460712,1.475282,1.460712,378.750000,1.471397,1019200
1962-08-14,1.471397,1.499562,1.468967,386.000000,1.499562,1896000
1962-08-15,1.501503,1.531612,1.501503,386.500000,1.501503,2344000
1962-08-16,1.501503,1.525785,1.498589,386.250000,1.500533,1272000
1962-08-17,1.500533,1.520928,1.499562,389.499969,1.513159,888000
1962-08-20,1.520928,1.543266,1.520928,393.750000,1.529670,1803200
1962-08-21,1.529670,1.546180,1.522871,392.750000,1.525785,1296000
1962-08-22,1.528698,1.598626,1.528698,409.000000,1.588913,3304000
1962-08-23,1.588913,1.611252,1.582115,410.500000,1.594741,2920000
1962-08-24,1.594741,1.596683,1.583088,409.000000,1.588913,1248000
1962-08-27,1.588913,1.599597,1.583088,408.000031,1.585029,912000
1962-08-28,1.584057,1.584057,1.528698,393.500000,1.528698,2747200
1962-08-29,1.528698,1.538410,1.508304,391.000000,1.518987,2520000
1962-08-30,1.518987,1.532583,1.503446,387.750000,1.506361,947200
1962-08-31,1.509274,1.545209,1.509274,396.250000,1.539382,1227200
1962-09-04,1.539382,1.559778,1.499562,387.500000,1.505388,1624000
1962-09-05,1.505388,1.522871,1.482080,383.000000,1.487908,2248000
1962-09-06,1.487908,1.510730,1.480137,387.999939,1.507331,1811200
1962-09-07,1.507331,1.518500,1.484993,382.250000,1.484993,1320000
1962-09-10,1.484993,1.502475,1.466540,384.250000,1.492762,1803200
1962-09-11,1.492762,1.506361,1.480137,382.000000,1.484023,1539200
1962-09-12,1.485964,1.501503,1.485964,383.625000,1.490335,1299200
1962-09-13,1.490335,1.501503,1.489365,383.500000,1.489849,843200
1962-09-14,1.489849,1.511216,1.487908,388.250000,1.508304,1091200
1962-09-17,1.511216,1.537439,1.511216,395.000000,1.534525,1456000
1962-09-18,1.534525,1.553463,1.520928,391.999969,1.522871,2280000
1962-09-19,1.522871,1.528698,1.500533,386.250000,1.500533,1467200
1962-09-20,1.500533,1.513159,1.484993,382.750000,1.486935,880000
1962-09-21,1.485964,1.485964,1.458770,376.750031,1.463627,2136000
1962-09-24,1.447116,1.447116,1.405354,362.000061,1.406324,2619200
1962-09-25,1.406324,1.434490,1.394670,369.249939,1.434490,2440000
1962-09-26,1.434490,1.436432,1.381072,355.500000,1.381072,2051200
1962-09-27,1.381072,1.397583,1.353879,350.000000,1.359706,2880000
1962-09-28,1.360677,1.384958,1.360677,353.500000,1.373302,1416000
1962-10-01,1.373302,1.373302,1.321829,340.375031,1.322314,1848000
1962-10-02,1.333483,1.364563,1.333483,350.375000,1.361163,2832000
1962-10-03,1.361163,1.383016,1.348052,348.500000,1.353879,1800000
1962-10-04,1.353879,1.390785,1.348052,357.750000,1.389813,1299200
1962-10-05,1.389813,1.405839,1.380101,360.250000,1.399526,1739200
1962-10-08,1.399526,1.404381,1.394670,359.750000,1.397583,635200
1962-10-09,1.402440,1.427692,1.402440,366.250000,1.422835,1179200
1962-10-10,1.422835,1.444202,1.387872,359.125031,1.395155,1811200
1962-10-11,1.395155,1.412152,1.380101,356.000000,1.383016,1360000
1962-10-12,1.383016,1.385929,1.367476,355.250000,1.380101,1035200
1962-10-15,1.386900,1.425749,1.386900,367.000000,1.425749,928000
1962-10-16,1.425749,1.431576,1.388842,357.500000,1.388842,1259200
1962-10-17,1.388842,1.417978,1.381072,361.500000,1.404381,1379200
1962-10-18,1.404381,1.414094,1.379616,355.125000,1.379616,976000
1962-10-19,1.379616,1.383016,1.351936,348.125000,1.352422,2368000
1962-10-22,1.339796,1.339796,1.316002,343.000000,1.332512,2739200
1962-10-23,1.332512,1.332512,1.282008,330.000000,1.282008,2520000
1962-10-24,1.282008,1.320857,1.250930,340.000000,1.320857,3688000
1962-10-25,1.320857,1.322800,1.289779,338.500000,1.315030,2675200
1962-10-26,1.309202,1.309202,1.279094,331.500000,1.287836,1547200
1962-10-29,1.313087,1.339311,1.313087,344.500000,1.338339,3520000
1962-10-30,1.338339,1.367476,1.325227,351.750031,1.366505,2643200
1962-10-31,1.363591,1.363591,1.337368,346.000000,1.344167,1176000
1962-11-01,1.344167,1.367476,1.328627,351.999969,1.367476,1992000
1962-11-02,1.367476,1.436918,1.348052,357.250000,1.387872,3131200
1962-11-05,1.395934,1.415362,1.395934,361.500000,1.404677,1728000
1962-11-07,1.404677,1.424106,1.383306,361.250000,1.403706,1744000
1962-11-08,1.403706,1.418277,1.380392,355.250000,1.380392,1272000
1962-11-09,1.387192,1.404677,1.387192,361.250000,1.403706,1096000
1962-11-12,1.420220,1.453248,1.420220,373.500000,1.451305,2171200
1962-11-13,1.451305,1.459077,1.425077,366.750000,1.425077,2112000
1962-11-14,1.427020,1.459077,1.427020,374.500000,1.455191,1840000
1962-11-15,1.455191,1.474134,1.447419,372.500000,1.447419,2080000
1962-11-16,1.447419,1.470734,1.433820,378.500000,1.470734,1499200
1962-11-19,1.470734,1.470734,1.445477,371.999969,1.445477,936000
1962-11-20,1.453248,1.470248,1.453248,376.375000,1.462476,1120000
1962-11-21,1.462476,1.475591,1.455191,377.250031,1.465876,1595200
1962-11-23,1.465876,1.507648,1.458105,387.999939,1.507648,2763200
1962-11-26,1.507648,1.533877,1.501819,388.750000,1.510562,2139200
1962-11-27,1.510562,1.537763,1.501819,394.750000,1.533877,1728000
1962-11-28,1.536790,1.558162,1.536790,397.500000,1.544562,2656000
1962-11-29,1.544562,1.558162,1.541648,401.000000,1.558162,1752000
1962-11-30,1.558162,1.561077,1.543591,398.500031,1.548448,1299200
1962-12-03,1.532905,1.532905,1.516391,391.499969,1.521248,1288000
1962-12-04,1.525133,1.557676,1.525133,400.249969,1.555246,1755200
1962-12-05,1.555246,1.577590,1.549419,398.750000,1.549419,2139200
1962-12-06,1.549419,1.568847,1.546504,398.500031,1.548448,1384000
1962-12-07,1.548448,1.564961,1.544562,397.500000,1.544562,1115200
1962-12-10,1.544562,1.557190,1.511533,388.999969,1.511533,1475200
1962-12-11,1.511533,1.525133,1.500849,387.500000,1.505705,1128000
1962-12-12,1.513476,1.532905,1.513476,393.750000,1.529990,768000
1962-12-13,1.529990,1.537763,1.505705,387.999939,1.507648,1120000
1962-12-14,1.507648,1.518333,1.497935,389.499969,1.513476,995200
1962-12-17,1.513476,1.523191,1.492105,385.000000,1.495990,904000
1962-12-18,1.495990,1.508619,1.482391,382.250000,1.485305,875200
1962-12-19,1.485305,1.525133,1.485305,392.125000,1.523677,963200
1962-12-20,1.523677,1.542618,1.523677,392.125000,1.523677,1272000
1962-12-21,1.523677,1.529019,1.496963,385.250000,1.496963,899200
1962-12-24,1.507161,1.530961,1.507161,394.000000,1.530961,675200
1962-12-26,1.530961,1.542618,1.524162,393.750000,1.529990,723200
1962-12-27,1.529990,1.537763,1.513476,391.000000,1.519305,784000
1962-12-28,1.519305,1.527077,1.517362,392.500000,1.525133,579200
1962-12-31,1.525133,1.533877,1.513476,390.000000,1.515418,1048000
1963-01-02,1.515418,1.515418,1.493076,384.750031,1.495020,2387200
1963-01-03,1.497935,1.540676,1.497935,396.500000,1.540676,1120000
1963-01-04,1.542618,1.557190,1.542618,397.000000,1.542618,1536000
1963-01-07,1.542618,1.557190,1.527077,393.750000,1.529990,880000
1963-01-08,1.542618,1.567876,1.542618,403.500031,1.567876,1803200
1963-01-09,1.567876,1.583419,1.559133,403.750000,1.568847,1907200
1963-01-10,1.572733,1.589248,1.572733,406.500000,1.579532,1547200
1963-01-11,1.579532,1.584391,1.569820,407.749969,1.584391,1347200
1963-01-14,1.584391,1.611590,1.584391,414.250031,1.609647,2472000
1963-01-15,1.609647,1.624219,1.602847,415.000000,1.612562,2080000
1963-01-16,1.610619,1.610619,1.581476,408.500000,1.587304,1264000
1963-01-17,1.590219,1.611590,1.590219,413.750000,1.607704,1211200
1963-01-18,1.607704,1.614504,1.595075,412.500000,1.602847,851200
1963-01-21,1.602847,1.608676,1.587304,414.000000,1.608676,875200
1963-01-22,1.608676,1.627132,1.608676,414.750031,1.611590,928000
1963-01-23,1.611590,1.618389,1.606733,414.250031,1.609647,659200
1963-01-24,1.609647,1.626161,1.608676,416.000000,1.616447,928000
1963-01-25,1.616447,1.626161,1.608676,418.500000,1.626161,696000
1963-01-28,1.631017,1.649475,1.631017,424.499969,1.649475,1587200
1963-01-29,1.649475,1.649475,1.637819,421.750000,1.638790,736000
1963-01-30,1.638790,1.640734,1.624219,419.500000,1.630047,720000
1963-01-31,1.630047,1.647532,1.624219,423.750000,1.646561,995200
1963-02-01,1.646561,1.650933,1.643647,423.750000,1.646561,539200
1963-02-04,1.646561,1.648503,1.631017,420.250000,1.632962,627200
1963-02-05,1.633348,1.639178,1.622661,421.000000,1.636265,760000
1963-02-06,1.636265,1.646952,1.625575,418.250061,1.625575,699200
1963-02-07,1.628491,1.642094,1.628491,418.999969,1.628491,648000
1963-02-08,1.628491,1.638208,1.624605,420.000000,1.632378,600000
1963-02-11,1.632378,1.635292,1.623632,417.750000,1.623632,456000
1963-02-12,1.623632,1.626547,1.606143,418.500000,1.626547,912000
1963-02-13,1.626547,1.632378,1.622661,417.500000,1.622661,627200
1963-02-14,1.623147,1.635292,1.623147,417.750000,1.623632,840000
1963-02-15,1.623632,1.631405,1.622661,418.750000,1.627519,568000
1963-02-18,1.627519,1.630434,1.623632,417.875000,1.624119,448000
1963-02-19,1.624119,1.625575,1.610029,414.500000,1.611002,760000
1963-02-20,1.607114,1.607114,1.591568,411.000000,1.597398,899200
1963-02-21,1.597398,1.597398,1.577964,410.249969,1.594483,840000
1963-02-25,1.593512,1.593512,1.570191,404.000000,1.570191,603200
1963-02-26,1.570191,1.590596,1.565334,406.749939,1.580880,808000
1963-02-27,1.580880,1.590111,1.574078,405.250000,1.575050,435200
1963-02-28,1.575050,1.576021,1.550759,399.750000,1.553673,1120000
1963-03-01,1.553673,1.568248,1.543957,397.250000,1.543957,1024000
1963-03-04,1.554646,1.572134,1.554646,403.500031,1.568248,747200
1963-03-05,1.568248,1.568248,1.560475,401.750000,1.561447,456000
1963-03-06,1.561447,1.573591,1.555616,404.875031,1.573591,419200
1963-03-07,1.579909,1.592540,1.579909,408.750000,1.588653,720000
1963-03-08,1.588653,1.592540,1.581851,408.500000,1.587682,395200
1963-03-11,1.587682,1.596426,1.585738,408.249969,1.586710,483200
1963-03-12,1.586710,1.592540,1.582823,408.000031,1.585738,347200
1963-03-13,1.585738,1.594483,1.585738,408.750000,1.588653,456000
1963-03-14,1.588653,1.607114,1.583795,410.000000,1.593512,587200
1963-03-15,1.593512,1.608087,1.587682,413.250000,1.606143,507200
1963-03-18,1.606143,1.614887,1.590596,409.499969,1.591568,459200
1963-03-19,1.591568,1.597398,1.587682,410.000000,1.593512,408000
1963-03-20,1.595454,1.613917,1.595454,414.000000,1.609058,491200
1963-03-21,1.609058,1.612945,1.597398,411.250000,1.598369,792000
1963-03-22,1.598369,1.611972,1.597398,414.250031,1.610029,424000
1963-03-25,1.610029,1.614887,1.607114,413.500000,1.607114,480000
1963-03-26,1.609058,1.624605,1.609058,416.250000,1.617803,808000
1963-03-27,1.623632,1.636265,1.623632,421.000000,1.636265,843200
1963-03-28,1.636265,1.645010,1.632378,420.750000,1.635292,819200
1963-03-29,1.635292,1.641121,1.632378,421.000000,1.636265,480000
1963-04-01,1.636265,1.639178,1.633348,421.000000,1.636265,675200
1963-04-02,1.636265,1.641121,1.622661,417.500000,1.622661,555200
1963-04-03,1.624605,1.643065,1.624605,422.250031,1.641121,515200
1963-04-04,1.651810,1.670758,1.651810,428.875000,1.666870,1296000
1963-04-05,1.670273,1.717883,1.670273,442.000000,1.717883,1595200
1963-04-08,1.728572,1.751891,1.728572,449.624969,1.747518,1587200
1963-04-09,1.747518,1.750920,1.721769,444.750000,1.728572,1235200
1963-04-10,1.728572,1.732457,1.698450,442.375031,1.719340,928000
1963-04-11,1.719340,1.747033,1.711081,446.250000,1.734401,1275200
1963-04-15,1.734401,1.745090,1.721769,446.000000,1.733428,827200
1963-04-16,1.733428,1.738287,1.720796,442.750000,1.720796,648000
1963-04-17,1.720796,1.724684,1.708166,440.500000,1.712053,480000
1963-04-18,1.712053,1.725656,1.712053,440.500000,1.712053,288000
1963-04-19,1.721769,1.748974,1.721769,450.000000,1.748974,760000
1963-04-22,1.760637,1.784927,1.760637,457.000000,1.776183,1128000
1963-04-23,1.776183,1.791727,1.770353,461.000000,1.791727,840000
1963-04-24,1.794643,1.813105,1.794643,462.500000,1.797557,851200
1963-04-25,1.797557,1.807274,1.787843,464.625000,1.805817,696000
1963-04-26,1.805817,1.826708,1.797557,470.000000,1.826708,635200
1963-04-29,1.826708,1.844198,1.813105,468.500000,1.820878,520000
1963-04-30,1.820878,1.830595,1.795614,463.750000,1.802418,867200
1963-05-01,1.802418,1.820878,1.796588,465.000000,1.807274,600000
1963-05-02,1.808246,1.823794,1.808246,468.750000,1.821849,363200
1963-05-03,1.821849,1.822335,1.809217,465.500000,1.809217,304000
1963-05-06,1.806303,1.806303,1.781039,458.250000,1.781039,587200
1963-05-07,1.781428,1.796977,1.778512,460.281219,1.789324,539200
1963-05-08,1.793090,1.827106,1.793090,470.000000,1.827106,736000
1963-05-09,1.827106,1.848487,1.827106,470.500031,1.829050,1120000
1963-05-10,1.829050,1.846542,1.818358,475.000000,1.846542,467200
1963-05-13,1.845571,1.845571,1.828078,471.250000,1.831966,376000
1963-05-14,1.831966,1.836824,1.823218,470.500031,1.829050,448000
1963-05-15,1.829050,1.839740,1.829050,472.000000,1.834881,520000
1963-05-16,1.834881,1.842657,1.823218,470.000000,1.827106,448000
1963-05-17,1.827106,1.844599,1.812528,466.999969,1.815444,456000
1963-05-20,1.815444,1.821273,1.798922,462.750000,1.798922,432000
1963-05-21,1.798922,1.815444,1.796006,466.999969,1.815444,515200
1963-05-22,1.815444,1.842657,1.809612,466.000000,1.811555,336000
1963-05-23,1.811555,1.819331,1.805724,464.499969,1.805724,328000
1963-05-24,1.805724,1.816416,1.796006,462.999939,1.799893,288000
1963-05-27,1.797950,1.797950,1.780457,458.000000,1.780457,456000
1963-05-28,1.787258,1.802810,1.787258,460.000000,1.788230,448000
1963-05-29,1.799893,1.827106,1.799893,470.000000,1.827106,552000
1963-05-31,1.834881,1.860151,1.834881,477.250000,1.855290,1067200
1963-06-03,1.855290,1.861121,1.839740,473.249969,1.839740,843200
1963-06-04,1.839740,1.855290,1.834881,474.000000,1.842657,579200
1963-06-05,1.842657,1.850431,1.825162,470.000000,1.827106,491200
1963-06-06,1.827106,1.834881,1.819331,470.000000,1.827106,288000
1963-06-07,1.827106,1.829050,1.818358,468.250000,1.820303,360000
1963-06-10,1.820303,1.820303,1.796006,462.250031,1.796977,659200
1963-06-11,1.799893,1.818358,1.799893,465.000000,1.807668,275200
1963-06-12,1.807668,1.825162,1.799893,468.250000,1.820303,552000
1963-06-13,1.820303,1.842657,1.796006,463.500000,1.801837,448000
1963-06-14,1.801837,1.810583,1.796006,463.250000,1.800866,336000
1963-06-17,1.800866,1.801837,1.782399,459.250000,1.785316,424000
1963-06-18,1.785316,1.801837,1.782399,458.500000,1.782399,528000
1963-06-19,1.782399,1.787258,1.774623,457.000000,1.776569,648000
1963-06-20,1.776569,1.776569,1.750327,454.750031,1.767823,1179200
1963-06-21,1.768794,1.775597,1.768794,455.500000,1.770738,544000
1963-06-24,1.770738,1.777541,1.745469,449.000000,1.745469,779200
1963-06-25,1.745469,1.766851,1.733807,446.750000,1.736722,672000
1963-06-26,1.736722,1.737694,1.705623,438.750000,1.705623,1240000
1963-06-27,1.705623,1.719229,1.679382,434.250031,1.688128,1360000
1963-06-28,1.692988,1.703679,1.692988,436.250000,1.695903,648000
1963-07-01,1.695903,1.695903,1.656057,426.499969,1.658001,1488000
1963-07-02,1.665776,1.704650,1.665776,438.500000,1.704650,1168000
1963-07-03,1.707567,1.722144,1.707567,441.750000,1.717283,1024000
1963-07-05,1.719229,1.729920,1.719229,445.000000,1.729920,448000
1963-07-08,1.726032,1.726032,1.692988,436.000031,1.694932,600000
1963-07-09,1.694932,1.723116,1.688128,440.875000,1.713883,648000
1963-07-10,1.710482,1.710482,1.692017,437.000061,1.698820,640000
1963-07-11,1.698820,1.710482,1.687158,434.000000,1.687158,611200
1963-07-12,1.687158,1.696876,1.677439,431.500000,1.677439,568000
1963-07-15,1.677439,1.687158,1.668205,432.500000,1.681326,808000
1963-07-16,1.681326,1.693959,1.680354,435.250000,1.692017,792000
1963-07-17,1.692017,1.708538,1.678410,433.000031,1.683271,808000
1963-07-18,1.683271,1.690073,1.669663,429.499969,1.669663,904000
1963-07-19,1.669663,1.673552,1.663833,429.250000,1.668691,707200
1963-07-22,1.668691,1.673552,1.658001,428.000000,1.663833,600000
1963-07-23,1.663833,1.681326,1.658973,426.750031,1.658973,840000
1963-07-24,1.658973,1.675495,1.653143,428.500000,1.665776,627200
