cdate,closep,pctlead,updown,pctlag1,pctlag2,pctlag3,pctlag4,pctlag5,pctlag6,pctlag7,pctlag8,pctlag12,pctlag16,slope2,slope3,slope4,slope5,slope6,slope7,slope8,slope9,dow,moy
1950-01-03,16.6600,1.1400,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,0.0200,0.0100
1950-01-04,16.8500,0.4750,1,1.1405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,0.0300,0.0100
1950-01-05,16.9300,0.2950,1,0.4748,1.6206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7993,,,,,,,,0.0400,0.0100
1950-01-06,16.9800,0.5890,1,0.2953,0.7715,1.9208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3834,0.6304,,,,,,,0.0500,0.0100
1950-01-09,17.0800,-0.2930,0,0.5889,0.8860,1.3650,2.5210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4404,0.4511,0.6191,,,,,,0.0100,0.0100
1950-01-10,17.0300,0.3520,1,-0.2927,0.2945,0.5907,1.0683,2.2209,0.0000,0.0000,0.0000,0.0000,0.0000,0.1466,0.1957,0.2646,0.4360,,,,,0.0200,0.0100
1950-01-11,17.0900,-1.9310,0,0.3523,0.0585,0.6478,0.9451,1.4243,2.5810,0.0000,0.0000,0.0000,0.0000,0.0293,0.2148,0.2347,0.2820,0.4217,,,,0.0300,0.0100
1950-01-12,16.7600,-0.5370,0,-1.9310,-1.5854,-1.8735,-1.2956,-1.0041,-0.5341,0.6002,0.0000,0.0000,0.0000,-0.7976,-0.6289,-0.3237,-0.2001,-0.0883,0.0842,,,0.0400,0.0100
1950-01-13,16.6700,0.3000,1,-0.5370,-2.4576,-2.1139,-2.4005,-1.8257,-1.5357,-1.0682,0.0600,0.0000,0.0000,-1.2564,-0.7126,-0.6070,-0.3663,-0.2559,-0.1518,0.0074,,0.0500,0.0100
1950-01-16,16.7200,0.8370,1,0.2999,-0.2387,-2.1650,-1.8203,-2.1077,-1.5312,-1.2404,-0.7715,0.0000,0.0000,-0.1198,-0.7378,-0.4610,-0.4272,-0.2565,-0.1775,-0.0961,0.0394,0.0100,0.0100
1950-01-17,16.8600,-0.0590,0,0.8373,1.1398,0.5967,-1.3458,-0.9982,-1.2881,-0.7067,-0.4135,0.0000,0.0000,0.5658,0.1990,-0.3432,-0.2021,-0.2175,-0.1015,-0.0518,0.0066,0.0200,0.0100
1950-01-18,16.8500,0.1190,1,-0.0593,0.7775,1.0798,0.5370,-1.4043,-1.0570,-1.3466,-0.7656,0.0000,0.0000,0.3856,0.3569,0.1341,-0.2862,-0.1783,-0.1949,-0.0963,-0.0526,0.0300,0.0100
1950-01-19,16.8700,0.1780,1,0.1187,0.0593,0.8971,1.1998,0.6563,-1.2873,-0.9395,-1.2295,1.2605,0.0000,0.0297,0.2966,0.2972,0.1310,-0.2184,-0.1358,-0.1557,-0.0724,0.0400,0.0100
1950-01-20,16.9000,0.1180,1,0.1778,0.2967,0.2372,1.0766,1.3797,0.8353,-1.1118,-0.7634,0.2967,0.0000,0.1481,0.0790,0.2667,0.2732,0.1388,-0.1615,-0.0965,-0.1186,0.0500,0.0100
1950-01-23,16.9200,-0.3550,0,0.1183,0.2964,0.4154,0.3559,1.1962,1.4997,0.9547,-0.9947,-0.0591,0.0000,0.1478,0.1381,0.0888,0.2370,0.2472,0.1358,-0.1263,-0.0725,0.0100,0.0100
1950-01-24,16.8600,-0.7120,0,-0.3546,-0.2367,-0.0593,0.0594,0.0000,0.8373,1.1398,0.5967,-0.7067,0.0000,-0.1184,-0.0197,0.0148,0.0000,0.1383,0.1610,0.0743,-0.1519,0.0200,0.0100
1950-01-25,16.7400,-0.0600,0,-0.7117,-1.0638,-0.9467,-0.7706,-0.6528,-0.7117,0.1196,0.4199,-1.9906,0.4802,-0.5357,-0.3167,-0.1928,-0.1305,-0.1186,0.0169,0.0520,-0.0132,0.0300,0.0100
1950-01-26,16.7300,0.5380,1,-0.0597,-0.7711,-1.1229,-1.0059,-0.8299,-0.7122,-0.7711,0.0598,-1.7616,-0.7122,-0.3884,-0.3775,-0.2528,-0.1664,-0.1188,-0.1103,0.0074,0.0396,0.0400,0.0100
1950-01-27,16.8200,1.1890,1,0.5380,0.4779,-0.2373,-0.5910,-0.4734,-0.2964,-0.1780,-0.2373,-1.5799,-0.6497,0.2385,-0.0795,-0.1489,-0.0952,-0.0495,-0.0255,-0.0297,0.0660,0.0500,0.0100
1950-01-30,17.0200,0.1760,1,1.1891,1.7334,1.6726,0.9490,0.5910,0.7101,0.8891,1.0089,1.5513,0.2356,0.8570,0.5537,0.2377,0.1188,0.1187,0.1271,0.1261,0.1055,0.0100,0.0100
1950-01-31,17.0500,0.0000,0,0.1763,1.3674,1.9127,1.8518,1.1269,0.7683,0.8876,1.0670,2.2795,-0.1756,0.6751,0.6288,0.4584,0.2252,0.1284,0.1270,0.1333,0.1317,0.0200,0.0100
1950-02-01,17.0500,1.0560,1,0.0000,0.1763,1.3674,1.9127,1.8518,1.1269,0.7683,0.8876,1.9737,0.1174,0.0880,0.4499,0.4710,0.3661,0.1874,0.1099,0.1110,0.1183,0.0300,0.0200
1950-02-02,17.2300,0.3480,1,1.0557,1.0557,1.2338,2.4376,2.9886,2.9271,2.1945,1.8322,2.1945,0.8192,0.5251,0.4091,0.5999,0.5871,0.4809,0.3119,0.2288,0.2165,0.0400,0.0200
1950-02-03,17.2900,0.1740,1,0.3482,1.4076,1.4076,1.5864,2.7943,3.3473,3.2855,2.5504,2.6113,3.1623,0.6953,0.4654,0.3935,0.5488,0.5466,0.4614,0.3163,0.2422,0.0500,0.0200
1950-02-06,17.3200,-0.5200,0,0.1735,0.5223,1.5836,1.5836,1.7626,2.9727,3.5266,3.4648,2.6675,3.8992,0.2600,0.5208,0.3919,0.3491,0.4856,0.4926,0.4249,0.3002,0.0100,0.0200
1950-02-07,17.2300,-0.1160,0,-0.5196,-0.3470,0.0000,1.0557,1.0557,1.2338,2.4376,2.9886,1.9527,3.0502,-0.1737,0.0000,0.2606,0.2090,0.2035,0.3411,0.3649,0.3187,0.0200,0.0200
1950-02-08,17.2100,0.4070,1,-0.1161,-0.6351,-0.4627,-0.1161,0.9384,0.9384,1.1163,2.3187,1.7139,2.0759,-0.3194,-0.1546,-0.0290,0.1854,0.1548,0.1578,0.2838,0.3112,0.0300,0.0200
1950-02-09,17.2800,-0.2310,0,0.4068,0.2902,-0.2309,-0.0578,0.2902,1.3490,1.3490,1.5276,2.4911,2.5519,0.1450,-0.0773,-0.0145,0.0579,0.2221,0.1907,0.1889,0.2974,0.0400,0.0200
1950-02-10,17.2400,-1.0440,0,-0.2315,0.1743,0.0580,-0.4619,-0.2892,0.0580,1.1144,1.1144,2.9869,2.1932,0.0869,0.0193,-0.1160,-0.0580,0.0097,0.1573,0.1378,0.1420,0.0500,0.0200
1950-02-14,17.0600,0.0000,0,-1.0441,-1.2732,-0.8716,-0.9867,-1.5012,-1.3303,-0.9867,0.0587,1.9725,0.9467,-0.6414,-0.2908,-0.2471,-0.3023,-0.2226,-0.1409,0.0073,0.0065,0.0200,0.0200
1950-02-15,17.0600,-0.4100,0,0.0000,-1.0441,-1.2732,-0.8716,-0.9867,-1.5012,-1.3303,-0.9867,1.4269,0.8274,-0.5276,-0.4284,-0.2185,-0.1980,-0.2522,-0.1910,-0.1235,0.0065,0.0300,0.0200
1950-02-16,16.9900,0.9420,1,-0.4103,-0.4103,-1.4501,-1.6782,-1.2783,-1.3929,-1.9053,-1.7351,-0.1763,0.7710,-0.2056,-0.4891,-0.4243,-0.2569,-0.2334,-0.2748,-0.2184,-0.1552,0.0400,0.0200
1950-02-17,17.1500,0.2920,1,0.9417,0.5276,0.5276,-0.5220,-0.7523,-0.3486,-0.4643,-0.9815,0.5865,2.4492,0.2636,0.1758,-0.1318,-0.1520,-0.0584,-0.0667,-0.1239,-0.0906,0.0500,0.0200
1950-02-20,17.2000,-0.1740,0,0.2916,1.2360,0.8206,0.8206,-0.2320,-0.4630,-0.0581,-0.1741,0.8798,2.8093,0.6114,0.2727,0.2047,-0.0468,-0.0779,-0.0083,-0.0219,-0.0777,0.0100,0.0200
1950-02-21,17.1700,0.2330,1,-0.1744,0.1166,1.0594,0.6448,0.6448,-0.4060,-0.6366,-0.2324,-0.3482,2.0809,0.0582,0.3494,0.1606,0.1286,-0.0682,-0.0918,-0.0292,-0.0389,0.0200,0.0200
1950-02-23,17.2100,0.4070,1,0.2330,0.0581,0.3498,1.2949,0.8792,0.8792,-0.1740,-0.4051,-0.4627,1.1163,0.0291,0.1163,0.3201,0.1750,0.1459,-0.0250,-0.0511,0.0000,0.0400,0.0200
1950-02-24,17.2800,0.0000,0,0.4068,0.6407,0.4651,0.7580,1.7069,1.2896,1.2896,0.2320,-0.2309,1.3490,0.3189,0.1549,0.1888,0.3372,0.2136,0.1832,0.0292,0.0000,0.0500,0.0200
1950-02-27,17.2800,-0.3470,0,0.0000,0.4068,0.6407,0.4651,0.7580,1.7069,1.2896,1.2896,0.2902,1.3490,0.2026,0.2125,0.1160,0.1509,0.2808,0.1829,0.1602,0.0259,0.0100,0.0200
1950-02-28,17.2200,0.1160,1,-0.3472,-0.3472,0.0581,0.2912,0.1163,0.4082,1.3537,0.9379,0.0581,-0.0580,-0.1739,0.0193,0.0725,0.0232,0.0677,0.1909,0.1164,0.1035,0.0200,0.0200
1950-03-01,17.2400,-0.0580,0,0.1161,-0.2315,-0.2315,0.1743,0.4077,0.2326,0.5248,1.4715,-0.2315,-0.2892,-0.1161,-0.0773,0.0435,0.0812,0.0387,0.0746,0.1815,0.1163,0.0300,0.0300
1950-03-02,17.2300,0.3480,1,-0.0580,0.0581,-0.2894,-0.2894,0.1162,0.3494,0.1744,0.4665,-0.0580,-0.5196,0.0290,-0.0967,-0.0725,0.0232,0.0580,0.0249,0.0580,0.1549,0.0400,0.0300
1950-03-03,17.2900,0.1740,1,0.3482,0.2900,0.4065,0.0579,0.0579,0.4649,0.6989,0.5233,1.3482,0.3482,0.1448,0.1352,0.0145,0.0116,0.0773,0.0994,0.0653,0.0903,0.0500,0.0300
1950-03-06,17.3200,-0.6930,0,0.1735,0.5223,0.4640,0.5807,0.2315,0.2315,0.6392,0.8736,1.5240,0.6392,0.2600,0.1543,0.1448,0.0463,0.0386,0.0910,0.1086,0.0773,0.0100,0.0300
1950-03-07,17.2000,-0.0580,0,-0.6928,-0.5205,-0.1741,-0.2320,-0.1161,-0.4630,-0.4630,-0.0581,1.2360,-0.4630,-0.2607,-0.0579,-0.0579,-0.0232,-0.0773,-0.0662,-0.0072,0.0193,0.0200,0.0300
1950-03-08,17.1900,-0.6980,0,-0.0581,-0.7506,-0.5784,-0.2321,-0.2900,-0.1742,-0.5208,-0.5208,0.2332,-0.2900,-0.3780,-0.1934,-0.0580,-0.0580,-0.0290,-0.0746,-0.0652,-0.0129,0.0300,0.0300
1950-03-09,17.0700,0.1170,1,-0.6981,-0.7558,-1.4434,-1.2724,-0.9286,-0.9861,-0.8711,-1.2153,-0.7558,0.0586,-0.3795,-0.4858,-0.3199,-0.1859,-0.1646,-0.1244,-0.1524,-0.1354,0.0400,0.0300
1950-03-10,17.0900,0.1760,1,0.1172,-0.5817,-0.6395,-1.3279,-1.1567,-0.8125,-0.8701,-0.7549,-0.4659,0.1759,-0.2927,-0.2142,-0.3355,-0.2329,-0.1357,-0.1246,-0.0945,-0.1227,0.0500,0.0300
1950-03-13,17.1200,0.7590,1,0.1755,0.2929,-0.4072,-0.4651,-1.1547,-0.9832,-0.6384,-0.6960,-0.5229,0.7652,0.1462,-0.1365,-0.1168,-0.2335,-0.1651,-0.0915,-0.0873,-0.0646,0.0100,0.0300
1950-03-14,17.2500,1.1590,1,0.7593,0.9362,1.0545,0.3490,0.2907,-0.4042,-0.2314,0.1161,-0.1736,0.5831,0.4655,0.3498,0.0876,0.0583,-0.0680,-0.0333,0.0145,0.0065,0.0200,0.0300
1950-03-15,17.4500,0.2290,1,1.1594,1.9276,2.1065,2.2261,1.5125,1.4535,0.7506,0.9254,0.9838,1.4535,0.9510,0.6947,0.5514,0.3024,0.2423,0.1080,0.1162,0.1420,0.0300,0.0300
1950-03-16,17.4900,-0.2290,0,0.2292,1.3913,2.1612,2.3406,2.4605,1.7452,1.6860,0.9815,1.5680,1.8637,0.6869,0.7089,0.5771,0.4861,0.2899,0.2403,0.1233,0.1289,0.0400,0.0300
1950-03-17,17.4500,-0.0570,0,-0.2287,0.0000,1.1594,1.9276,2.1065,2.2261,1.5125,1.4535,1.2181,1.3945,0.0000,0.3818,0.4739,0.4149,0.3659,0.2150,0.1810,0.0837,0.0500,0.0300
1950-03-20,17.4400,0.0570,1,-0.0573,-0.2859,-0.0573,1.1015,1.8692,2.0480,2.1676,1.4543,1.2188,0.9259,-0.1433,-0.0191,0.2721,0.3675,0.3359,0.3051,0.1807,0.1543,0.0100,0.0300
1950-03-21,17.4500,0.5730,1,0.0573,0.0000,-0.2287,0.0000,1.1594,1.9276,2.1065,2.2261,0.9254,0.9838,0.0000,-0.0764,0.0000,0.2291,0.3157,0.2959,0.2739,0.1669,0.0200,0.0300
1950-03-22,17.5500,0.0570,1,0.5731,0.6307,0.5731,0.3430,0.5731,1.7391,2.5117,2.6916,1.3279,1.9164,0.3143,0.1907,0.0858,0.1144,0.2862,0.3522,0.3305,0.3071,0.0300,0.0300
1950-03-23,17.5600,0.0000,0,0.0570,0.6304,0.6881,0.6304,0.4002,0.6304,1.7971,2.5701,2.0930,1.8561,0.3133,0.2283,0.1571,0.0800,0.1048,0.2533,0.3151,0.2998,0.0400,0.0300
1950-03-24,17.5600,-0.5690,0,0.0000,0.0570,0.6304,0.6881,0.6304,0.4002,0.6304,1.7971,2.1524,1.9153,0.0285,0.2088,0.1711,0.1256,0.0667,0.0898,0.2215,0.2799,0.0500,0.0300
1950-03-27,17.4600,0.4010,1,-0.5695,-0.5695,-0.5128,0.0573,0.1147,0.0573,-0.1715,0.0573,2.2847,0.9832,-0.2856,-0.1712,0.0143,0.0228,0.0095,-0.0245,0.0071,0.1334,0.0100,0.0300
1950-03-28,17.5300,-0.5130,0,0.4009,-0.1708,-0.1708,-0.1139,0.4585,0.5161,0.4585,0.2287,2.5746,1.2125,-0.0857,-0.0571,-0.0285,0.0913,0.0856,0.0653,0.0286,0.0508,0.0200,0.0300
1950-03-29,17.4400,-0.8030,0,-0.5134,-0.1145,-0.6834,-0.6834,-0.6268,-0.0573,0.0000,-0.0573,1.8692,1.3953,-0.0572,-0.2289,-0.1715,-0.1256,-0.0095,0.0000,-0.0071,-0.0318,0.0300,0.0300
1950-03-30,17.3000,-0.0580,0,-0.8028,-1.3120,-0.9164,-1.4806,-1.4806,-1.4245,-0.8596,-0.8028,0.2898,0.6399,-0.6621,-0.3061,-0.3729,-0.2979,-0.2384,-0.1226,-0.1001,-0.0954,0.0400,0.0300
1950-03-31,17.2900,1.3880,1,-0.0578,-0.8601,-1.3691,-0.9736,-1.5376,-1.5376,-1.4815,-0.9169,-0.9169,1.2888,-0.4337,-0.4613,-0.2444,-0.3103,-0.2582,-0.2129,-0.1145,-0.0955,0.0500,0.0300
1950-04-03,17.5300,0.1140,1,1.3881,1.3295,0.5161,0.0000,0.4009,-0.1708,-0.1708,-0.1139,0.2287,2.5746,0.6605,0.1727,0.0000,0.0804,-0.0287,-0.0246,-0.0143,0.0509,0.0100,0.0400
1950-04-04,17.5500,0.4560,1,0.1141,1.5037,1.4451,0.6307,0.1141,0.5155,-0.0569,-0.0569,0.5731,2.5117,0.7412,0.4774,0.1579,0.0230,0.0860,-0.0082,-0.0072,0.0000,0.0200,0.0400
1950-04-05,17.6300,0.8510,1,0.4558,0.5704,1.9664,1.9075,1.0894,0.5704,0.9737,0.3986,1.0894,2.2029,0.2842,0.6450,0.4714,0.2176,0.0955,0.1390,0.0501,0.0445,0.0300,0.0400
1950-04-06,17.7800,0.3940,1,0.8508,1.3106,1.4261,2.8340,2.7746,1.9495,1.4261,1.8328,1.8911,1.8911,0.6495,0.4721,0.6951,0.5468,0.3236,0.2040,0.2285,0.1397,0.0400,0.0400
1950-04-10,17.8500,-0.5600,0,0.3937,1.2479,1.7094,1.8254,3.2389,3.1792,2.3509,1.8254,1.7094,2.0583,0.6175,0.5633,0.4519,0.6339,0.5207,0.3335,0.2280,0.2470,0.0100,0.0400
1950-04-11,17.7500,1.0700,1,-0.5602,-0.1687,0.6807,1.1396,1.2550,2.6605,2.6012,1.7775,1.0820,1.7192,-0.0843,0.2248,0.2817,0.2484,0.4336,0.3647,0.2204,0.1391,0.0200,0.0400
1950-04-12,17.9400,0.2230,1,1.0704,0.5042,0.8999,1.7584,2.2222,2.3388,3.7594,3.6994,2.1640,2.8670,0.2522,0.2988,0.4347,0.4385,0.3850,0.5241,0.4529,0.3152,0.0300,0.0400
1950-04-13,17.9800,-0.1110,0,0.2230,1.2958,0.7283,1.1249,1.9853,2.4501,2.5670,3.9907,2.9782,3.0372,0.6403,0.2422,0.2796,0.3919,0.4021,0.3615,0.4859,0.4269,0.0400,0.0400
1950-04-14,17.9600,-0.4450,0,-0.1112,0.1115,1.1831,0.6162,1.0124,1.8718,2.3362,2.4529,2.4529,2.3362,0.0556,0.3898,0.1536,0.2012,0.3077,0.3283,0.3019,0.4188,0.0500,0.0400
1950-04-17,17.8800,0.8390,1,-0.4454,-0.5562,-0.3345,0.7324,0.1681,0.5624,1.4180,1.8803,2.5229,1.8223,-0.2790,-0.1115,0.1812,0.0335,0.0931,0.1998,0.2311,0.2183,0.0100,0.0400
1950-04-18,18.0300,0.1110,1,0.8389,0.3898,0.2781,0.5017,1.5775,1.0084,1.4061,2.2689,4.2197,2.6765,0.1949,0.0928,0.1253,0.3118,0.1674,0.1994,0.2794,0.2985,0.0200,0.0400
1950-04-19,18.0500,-0.6650,0,0.1109,0.9508,0.5011,0.3893,0.6131,1.6901,1.1204,1.5185,4.3956,3.3792,0.4712,0.1668,0.0973,0.1224,0.2782,0.1592,0.1882,0.2605,0.0300,0.0400
1950-04-20,17.9300,0.1670,1,-0.6648,-0.5546,0.2796,-0.1670,-0.2781,-0.0557,1.0141,0.4482,2.2818,2.2818,-0.2779,0.0926,-0.0417,-0.0556,-0.0093,0.1431,0.0557,0.0930,0.0400,0.0400
1950-04-21,17.9600,-0.7240,0,0.1673,-0.4986,-0.3883,0.4474,0.0000,-0.1112,0.1115,1.1831,2.3362,2.9816,-0.2508,-0.1298,0.1112,0.0000,-0.0186,0.0159,0.1461,0.0681,0.0500,0.0400
1950-04-24,17.8300,0.0000,0,-0.7238,-0.5577,-1.2188,-1.1093,-0.2796,-0.7238,-0.8343,-0.6132,1.1344,3.0636,-0.2794,-0.4095,-0.2787,-0.0557,-0.1207,-0.1194,-0.0766,0.0495,0.0100,0.0400
1950-04-25,17.8300,-0.3930,0,0.0000,-0.7238,-0.5577,-1.2188,-1.1093,-0.2796,-0.7238,-0.8343,0.2812,3.1232,-0.3646,-0.1865,-0.3075,-0.2232,-0.0465,-0.1036,-0.1046,-0.0681,0.0200,0.0400
1950-04-26,17.7600,0.5630,1,-0.3926,-0.3926,-1.1136,-0.9481,-1.6066,-1.4975,-0.6711,-1.1136,-0.5042,1.3120,-0.1967,-0.3744,-0.2382,-0.3247,-0.2515,-0.0957,-0.1396,-0.1365,0.0300,0.0400
1950-04-27,17.8600,0.5600,1,0.5631,0.1683,0.1683,-0.5568,-0.3904,-1.0526,-0.9429,-0.1118,0.6197,1.7664,0.0842,0.0561,-0.1403,-0.0784,-0.1773,-0.1358,-0.0140,-0.0621,0.0400,0.0400
1950-04-28,17.9600,1.4480,1,0.5599,1.1261,0.7291,0.7291,0.0000,0.1673,-0.4986,-0.3883,0.1115,1.8718,0.5583,0.2426,0.1820,0.0000,0.0280,-0.0719,-0.0489,0.0496,0.0500,0.0400
1950-05-01,18.2200,-0.6040,0,1.4477,2.0157,2.5901,2.1873,2.1873,1.4477,1.6174,0.9418,1.3348,2.4747,0.9950,0.8512,0.5432,0.4351,0.2420,0.2312,0.1186,0.1177,0.0100,0.0500
1950-05-02,18.1100,0.8830,1,-0.6037,0.8352,1.3998,1.9707,1.5704,1.5704,0.8352,1.0039,0.8352,1.4566,0.4129,0.4605,0.4851,0.3114,0.2599,0.1195,0.1254,0.0372,0.0200,0.0500
1950-05-03,18.2700,-0.8210,0,0.8835,0.2744,1.7261,2.2956,2.8716,2.4678,2.4678,1.7261,2.1812,2.9296,0.1374,0.5678,0.5650,0.5640,0.4067,0.3492,0.2155,0.2101,0.0300,0.0500
1950-05-04,18.1200,0.5520,1,-0.8210,0.0552,-0.5488,0.8909,1.4558,2.0270,1.6265,1.6265,0.4992,1.0033,0.0275,-0.1835,0.2200,0.2867,0.3317,0.2296,0.2012,0.0988,0.0400,0.0500
1950-05-05,18.2200,0.2740,1,0.5519,-0.2737,0.6074,0.0000,1.4477,2.0157,2.5901,2.1873,0.9418,1.3348,-0.1376,0.2014,0.0000,0.2859,0.3306,0.3629,0.2699,0.2402,0.0500,0.0500
1950-05-08,18.2700,0.0000,0,0.2744,0.8278,0.0000,0.8835,0.2744,1.7261,2.2956,2.8716,1.8963,1.7261,0.4111,0.0000,0.2195,0.0550,0.2839,0.3224,0.3517,0.2703,0.0100,0.0500
1950-05-09,18.2700,0.1090,1,0.0000,0.2744,0.8278,0.0000,0.8835,0.2744,1.7261,2.2956,1.7261,2.1812,0.1368,0.2739,0.0000,0.1755,0.0458,0.2432,0.2819,0.3123,0.0200,0.0500
1950-05-10,18.2900,0.0000,0,0.1095,0.1095,0.3842,0.9382,0.1095,0.9939,0.3842,1.8374,2.5799,1.4420,0.0547,0.1277,0.2327,0.0219,0.1645,0.0549,0.2264,0.2626,0.0300,0.0500
1950-05-11,18.2900,-0.6010,0,0.0000,0.1095,0.1095,0.3842,0.9382,0.1095,0.9939,0.3842,2.5799,1.3297,0.0547,0.0365,0.0957,0.1861,0.0183,0.1409,0.0480,0.2011,0.0400,0.0500
1950-05-12,18.1800,0.4400,1,-0.6014,-0.6014,-0.4926,-0.4926,-0.2195,0.3311,-0.4926,0.3865,2.3649,1.3943,-0.3016,-0.1644,-0.1232,-0.0438,0.0548,-0.0705,0.0480,-0.0244,0.0500,0.0500
1950-05-15,18.2600,0.9860,1,0.4400,-0.1640,-0.1640,-0.0547,-0.0547,0.2195,0.7726,-0.0547,2.2396,1.6704,-0.0823,-0.0548,-0.0137,-0.0110,0.0365,0.1096,-0.0069,0.0914,0.0100,0.0500
1950-05-16,18.4400,0.4340,1,0.9858,1.4301,0.8201,0.8201,0.9305,0.9305,1.2075,1.7660,2.6726,3.4212,0.7084,0.2733,0.2050,0.1859,0.1549,0.1719,0.2188,0.1034,0.0200,0.0500
1950-05-17,18.5200,0.2160,1,0.4338,1.4239,1.8702,1.2575,1.2575,1.3684,1.3684,1.6465,1.6465,3.8699,0.7035,0.6157,0.3134,0.2508,0.2273,0.1949,0.2048,0.2428,0.0300,0.0500
1950-05-18,18.5600,0.6470,1,0.2160,0.6507,1.6429,2.0902,1.4762,1.4762,1.5873,1.5873,2.4848,4.5045,0.3236,0.5403,0.5150,0.2936,0.2449,0.2256,0.1975,0.2060,0.0400,0.0500
1950-05-19,18.6800,-0.4280,0,0.6466,0.8639,1.3015,2.3001,2.7503,2.1323,2.1323,2.2441,2.2441,4.5913,0.4296,0.4304,0.5660,0.5408,0.3525,0.3025,0.2785,0.2477,0.0500,0.0500
1950-05-22,18.6000,0.5910,1,-0.4283,0.2155,0.4320,0.8677,1.8620,2.3102,1.6949,1.6949,2.6490,3.5635,0.1073,0.1433,0.2152,0.3664,0.3782,0.2399,0.2101,0.1990,0.0100,0.0500
1950-05-23,18.7100,-0.1070,0,0.5914,0.1606,0.8082,1.0259,1.4642,2.4644,2.9153,2.2963,2.6894,2.6894,0.0804,0.2679,0.2549,0.2901,0.4036,0.4084,0.2839,0.2526,0.0200,0.0500
1950-05-24,18.6900,0.0000,0,-0.1069,0.4839,0.0535,0.7004,0.9179,1.3557,2.3549,2.8053,2.2989,3.2027,0.2406,0.0179,0.1741,0.1823,0.2237,0.3303,0.3435,0.2400,0.0300,0.0500
1950-05-25,18.6900,-0.1070,0,0.0000,-0.1069,0.4839,0.0535,0.7004,0.9179,1.3557,2.3549,2.2989,2.2989,-0.0535,0.1605,0.0134,0.1392,0.1519,0.1916,0.2888,0.3051,0.0400,0.0500
1950-05-26,18.6700,0.2680,1,-0.1070,-0.1070,-0.2138,0.3763,-0.0535,0.5927,0.8099,1.2473,2.0776,3.0353,-0.0535,-0.0714,0.0936,-0.0107,0.0982,0.1149,0.1542,0.2447,0.0500,0.0500
1950-05-29,18.7200,0.3210,1,0.2678,0.1605,0.1605,0.0534,0.6452,0.2141,0.8621,1.0799,2.3510,2.7442,0.0802,0.0535,0.0134,0.1284,0.0357,0.1224,0.1339,0.1668,0.0100,0.0500
1950-05-31,18.7800,-0.0530,0,0.3205,0.5892,0.4815,0.4815,0.3741,0.9677,0.5353,1.1854,3.3003,2.7915,0.2933,0.1602,0.1202,0.0748,0.1603,0.0764,0.1471,0.1547,0.0300,0.0500
1950-06-01,18.7700,0.1070,1,-0.0533,0.2671,0.5356,0.4280,0.4280,0.3207,0.9140,0.4818,2.7930,2.7367,0.1332,0.1777,0.1068,0.0854,0.0534,0.1297,0.0601,0.1248,0.0400,0.0600
1950-06-02,18.7900,-1.0110,0,0.1066,0.0532,0.3739,0.6427,0.5350,0.5350,0.4276,1.0215,1.8980,2.7337,0.0266,0.1242,0.1599,0.1067,0.0890,0.0610,0.1268,0.0653,0.0500,0.0600
1950-06-05,18.6000,1.5050,1,-1.0112,-0.9057,-0.9585,-0.6410,-0.3749,-0.4815,-0.4815,-0.5879,0.4320,1.6949,-0.4547,-0.3205,-0.1601,-0.0747,-0.0801,-0.0687,-0.0735,0.0000,0.0100,0.0600
1950-06-06,18.8800,0.2650,1,1.5054,0.4790,0.5860,0.5325,0.8547,1.1248,1.0166,1.0166,1.7241,3.8504,0.2401,0.1955,0.1333,0.1705,0.1866,0.1448,0.1267,0.1008,0.0200,0.0600
1950-06-07,18.9300,1.1090,1,0.2648,1.7742,0.7451,0.8524,0.7987,1.1218,1.3926,1.2841,1.3383,3.6692,0.8728,0.2482,0.2128,0.1596,0.1863,0.1978,0.1599,0.1422,0.0300,0.0600
1950-06-08,19.1400,0.6270,1,1.1093,1.3771,2.9032,1.8627,1.9712,1.9169,2.2436,2.5174,2.9032,3.7961,0.6830,0.9482,0.4633,0.3922,0.3183,0.3184,0.3121,0.2658,0.0400,0.0600
1950-06-09,19.2600,0.7270,1,0.6270,1.7433,2.0127,3.5484,2.5013,2.6105,2.5559,2.8846,2.9396,3.9957,0.8594,0.6628,0.8660,0.4957,0.4313,0.3626,0.3573,0.3473,0.0500,0.0600
1950-06-12,19.4000,-0.7730,0,0.7269,1.3584,2.4828,2.7542,4.3011,3.2464,3.3564,3.3014,3.7988,4.5259,0.6725,0.8131,0.6777,0.8367,0.5341,0.4737,0.4085,0.3987,0.0100,0.0600
1950-06-13,19.2500,-1.4030,0,-0.7732,-0.0519,0.5747,1.6904,1.9598,3.4946,2.4481,2.5573,2.9962,3.0514,-0.0259,0.1900,0.4153,0.3855,0.5659,0.3447,0.3153,0.2748,0.0200,0.0600
1950-06-14,18.9800,-0.2630,0,-1.4026,-2.1649,-1.4538,-0.8359,0.2641,0.5297,2.0430,1.0112,1.6604,2.0430,-1.0986,-0.4859,-0.2081,0.0521,0.0870,0.2839,0.1246,0.1226,0.0300,0.0600
