cdate,closep,pctlead,updown,pctlag1,pctlag2,pctlag3,pctlag4,pctlag5,pctlag6,pctlag7,pctlag8,pctlag12,pctlag16,slope2,slope3,slope4,slope5,slope6,slope7,slope8,slope9,dow,moy
1985-05-24,188.2900,-0.2280,0,0.3678,-0.1432,-0.7119,-0.7537,0.4642,1.4166,2.0321,2.4039,4.2465,5.1841,-0.0718,-0.2392,-0.1896,0.0922,0.2325,0.2848,0.2944,0.2184,0.0500,0.0500
1985-05-28,187.8600,-0.0960,0,-0.2284,0.1386,-0.3712,-0.9386,-0.9804,0.2348,1.1850,1.7991,3.2652,4.3203,0.0691,-0.1242,-0.2366,-0.1975,0.0389,0.1668,0.2206,0.2362,0.0200,0.0500
1985-05-29,187.6800,0.0370,1,-0.0958,-0.3240,0.0426,-0.4667,-1.0335,-1.0753,0.1387,1.0880,1.8450,4.2725,-0.1624,0.0142,-0.1171,-0.2085,-0.1806,0.0197,0.1341,0.1855,0.0300,0.0500
1985-05-30,187.7500,0.9590,1,0.0373,-0.0586,-0.2868,0.0800,-0.4296,-0.9966,-1.0384,0.1761,1.7009,3.8670,-0.0293,-0.0959,0.0200,-0.0862,-0.1676,-0.1495,0.0219,0.1233,0.0400,0.0500
1985-05-31,189.5500,-0.1210,0,0.9587,0.9964,0.8996,0.6692,1.0394,0.5250,-0.0475,-0.0896,3.0891,4.9441,0.4956,0.2991,0.1674,0.2072,0.0877,-0.0068,-0.0113,0.1255,0.0500,0.0500
1985-06-03,189.3200,0.3800,1,-0.1213,0.8362,0.8738,0.7772,0.5470,0.9168,0.4031,-0.1687,2.5902,4.0677,0.4144,0.2894,0.1936,0.1093,0.1522,0.0577,-0.0212,-0.0236,0.0100,0.0600
1985-06-04,190.0400,0.0630,1,0.3803,0.2585,1.2197,1.2575,1.1604,0.9294,1.3006,0.7849,2.3591,3.1257,0.1292,0.4025,0.3119,0.2308,0.1546,0.1848,0.0981,0.0236,0.0200,0.0600
1985-06-05,190.1600,0.4730,1,0.0632,0.4437,0.3218,1.2836,1.3214,1.2243,0.9932,1.3646,1.4620,3.0063,0.2209,0.1071,0.3175,0.2619,0.2027,0.1414,0.1695,0.0942,0.0300,0.0600
1985-06-06,191.0600,-0.7220,0,0.4733,0.5367,0.9191,0.7966,1.7630,1.8009,1.7034,1.4711,0.7063,3.9104,0.2676,0.3046,0.1985,0.3484,0.2970,0.2414,0.1830,0.2033,0.0400,0.0600
1985-06-07,189.6800,-0.0900,0,-0.7223,-0.2524,-0.1894,0.1901,0.0686,1.0280,1.0656,0.9688,0.0211,2.7853,-0.1261,-0.0631,0.0473,0.0137,0.1693,0.1507,0.1201,0.0816,0.0500,0.0600
1985-06-10,189.5100,-0.2480,0,-0.0896,-0.8113,-0.3418,-0.2789,0.1004,-0.0211,0.9374,0.9751,0.5038,2.0737,-0.4088,-0.1140,-0.0697,0.0200,-0.0035,0.1324,0.1206,0.0968,0.0100,0.0600
1985-06-11,189.0400,-0.7560,0,-0.2480,-0.3374,-1.0573,-0.5890,-0.5262,-0.1479,-0.2691,0.6871,0.7676,0.8644,-0.1691,-0.3555,-0.1475,-0.1053,-0.0246,-0.0384,0.0850,0.0797,0.0200,0.0600
1985-06-12,187.6100,-1.2150,0,-0.7564,-1.0026,-1.0913,-1.8057,-1.3410,-1.2787,-0.9032,-1.0235,-0.3611,-1.1122,-0.5044,-0.3656,-0.4564,-0.2693,-0.2137,-0.1289,-0.1279,-0.0082,0.0300,0.0600
1985-06-13,185.3300,0.9550,1,-1.2153,-1.9625,-2.2057,-2.2933,-2.9991,-2.5400,-2.4784,-2.1075,-1.3467,-2.2727,-0.9948,-0.7438,-0.5788,-0.6088,-0.4266,-0.3562,-0.2638,-0.2480,0.0400,0.0600
1985-06-14,187.1000,-0.3050,0,0.9551,-0.2718,-1.0262,-1.2717,-1.3602,-2.0726,-1.6092,-1.5470,-0.3090,-0.7743,-0.1369,-0.3464,-0.3217,-0.2749,-0.3510,-0.2319,-0.1948,-0.1306,0.0500,0.0600
1985-06-17,186.5300,0.4340,1,-0.3047,0.6475,-0.5757,-1.3278,-1.5725,-1.6607,-2.3710,-1.9089,-0.6498,-0.5704,0.3212,-0.1932,-0.3362,-0.3185,-0.2800,-0.3445,-0.2411,-0.2070,0.0100,0.0600
1985-06-18,187.3400,-0.3790,0,0.4342,0.1283,1.0845,-0.1439,-0.8993,-1.1451,-1.2337,-1.9470,-1.1659,-0.5045,0.0642,0.3583,-0.0362,-0.1820,-0.1932,-0.1783,-0.2476,-0.1665,0.0200,0.0600
1985-06-19,186.6300,0.0540,1,-0.3790,0.0536,-0.2512,0.7015,-0.5224,-1.2749,-1.5197,-1.6080,-1.4209,-0.6547,0.0267,-0.0839,0.1739,-0.1050,-0.2151,-0.2199,-0.2035,-0.2623,0.0300,0.0600
1985-06-20,186.7300,1.5420,1,0.0536,-0.3256,0.1072,-0.1978,0.7554,-0.4691,-1.2220,-1.4669,-1.7417,-0.5062,-0.1634,0.0357,-0.0495,0.1498,-0.0786,-0.1767,-0.1858,-0.1750,0.0400,0.0600
1985-06-21,189.6100,-0.2430,0,1.5423,1.5967,1.2117,1.6512,1.3415,2.3094,1.0660,0.3015,-0.2892,0.9907,0.7918,0.4032,0.4105,0.2679,0.3808,0.1528,0.0381,0.0059,0.0500,0.0600
1985-06-24,189.1500,0.3120,1,-0.2426,1.2960,1.3503,0.9662,1.4046,1.0957,2.0612,0.8208,-0.9997,-0.2110,0.6389,0.4456,0.2407,0.2789,0.1821,0.2909,0.1028,0.0065,0.0100,0.0600
1985-06-25,189.7400,0.1690,1,0.3119,0.0686,1.6120,1.6664,1.2811,1.7209,1.4110,2.3795,0.0316,0.2218,0.0343,0.5295,0.4118,0.2548,0.2843,0.2006,0.2934,0.1262,0.0200,0.0600
1985-06-26,190.0600,0.6160,1,0.1686,0.4811,0.2373,1.7833,1.8379,1.4519,1.8925,1.5820,0.2902,0.0105,0.2396,0.0791,0.4390,0.3629,0.2403,0.2676,0.1966,0.2794,0.0300,0.0600
1985-06-27,191.2300,0.3240,1,0.6156,0.7853,1.0997,0.8544,2.4099,2.4648,2.0764,2.5197,1.1585,0.5627,0.3908,0.3643,0.2131,0.4738,0.4047,0.2940,0.3112,0.2434,0.0400,0.0600
1985-06-28,191.8500,0.3020,1,0.3242,0.9418,1.1120,1.4274,1.1814,2.7419,2.7970,2.4074,2.2600,0.4135,0.4673,0.3681,0.3539,0.2353,0.4485,0.3930,0.2977,0.3125,0.0500,0.0600
1985-07-01,192.4300,-0.2180,0,0.3023,0.6275,1.2470,1.4177,1.7341,1.4873,3.0525,3.1077,3.8310,1.4498,0.3123,0.4118,0.3514,0.3433,0.2464,0.4273,0.3814,0.2981,0.0100,0.0700
1985-07-02,192.0100,-0.2920,0,-0.2183,0.0834,0.4079,1.0260,1.1964,1.5120,1.2658,2.8276,2.6243,1.3192,0.0416,0.1353,0.2541,0.2371,0.2493,0.1796,0.3460,0.3141,0.0200,0.0700
1985-07-03,191.4500,0.5590,1,-0.2917,-0.5093,-0.2085,0.1150,0.7313,0.9012,1.2160,0.9704,2.6376,1.2749,-0.2556,-0.0695,0.0287,0.1449,0.1488,0.1718,0.1204,0.2748,0.0300,0.0700
1985-07-05,192.5200,-0.3060,0,0.5589,0.2656,0.0468,0.3492,0.6746,1.2943,1.4652,1.7817,2.7650,2.6171,0.1328,0.0156,0.0872,0.1343,0.2136,0.2072,0.2201,0.1691,0.0500,0.0700
1985-07-08,191.9300,-0.4580,0,-0.3065,0.2507,-0.0417,-0.2598,0.0417,0.3660,0.9839,1.1542,2.8398,3.5612,0.1249,-0.0139,-0.0651,0.0083,0.0608,0.1392,0.1428,0.1613,0.0100,0.0700
1985-07-09,191.0500,0.6910,1,-0.4585,-0.7636,-0.2089,-0.5000,-0.7171,-0.4170,-0.0941,0.5209,2.3135,2.1112,-0.3838,-0.0695,-0.1252,-0.1439,-0.0695,-0.0134,0.0645,0.0760,0.0200,0.0700
1985-07-10,192.3700,0.2960,1,0.6909,0.2293,-0.0779,0.4805,0.1875,-0.0312,0.2710,0.5961,1.4556,3.1309,0.1148,-0.0261,0.1198,0.0375,-0.0052,0.0387,0.0742,0.1338,0.0300,0.0700
1985-07-11,192.9400,0.1810,1,0.2963,0.9893,0.5262,0.2182,0.7783,0.4844,0.2650,0.5682,2.0037,2.9892,0.4905,0.1752,0.0547,0.1551,0.0807,0.0379,0.0709,0.0989,0.0400,0.0700
1985-07-12,193.2900,-0.2950,0,0.1814,0.4782,1.1725,0.7086,0.4000,0.9611,0.6666,0.4469,1.8710,3.5686,0.2382,0.3871,0.1767,0.0801,0.1594,0.0951,0.0559,0.0832,0.0500,0.0700
1985-07-15,192.7200,1.0380,1,-0.2949,-0.1140,0.1819,0.8741,0.4116,0.1039,0.6634,0.3698,1.3996,3.2078,-0.0570,0.0605,0.2165,0.0821,0.0173,0.0943,0.0462,0.0168,0.0100,0.0700
1985-07-16,194.7200,0.4780,1,1.0378,0.7398,0.9226,1.2216,1.9210,1.4537,1.1427,1.7080,1.8250,2.6950,0.3691,0.3065,0.3037,0.3799,0.2411,0.1631,0.2121,0.1564,0.0200,0.0700
1985-07-17,195.6500,-0.6490,0,0.4776,1.5203,1.2210,1.4046,1.7050,2.4077,1.9382,1.6258,1.9807,3.4364,0.7506,0.4047,0.3491,0.3384,0.3960,0.2750,0.2026,0.2418,0.0300,0.0700
1985-07-18,194.3800,0.3860,1,-0.6491,-0.1746,0.8614,0.5639,0.7463,1.0449,1.7430,1.2765,1.0134,2.4455,-0.0872,0.2839,0.1402,0.1483,0.1727,0.2456,0.1584,0.1070,0.0400,0.0700
1985-07-19,195.1300,-0.4000,0,0.3858,-0.2658,0.2106,1.2505,0.9519,1.1351,1.4347,2.1356,1.6249,2.6676,-0.1335,0.0701,0.3090,0.1892,0.1878,0.2031,0.2630,0.1837,0.0500,0.0700
1985-07-22,194.3500,-0.9260,0,-0.3997,-0.0154,-0.6644,-0.1900,0.8458,0.5484,0.7308,1.0293,1.5148,1.6315,-0.0077,-0.2227,-0.0475,0.1673,0.0908,0.1037,0.1275,0.1891,0.0100,0.0700
1985-07-23,192.5500,-0.5040,0,-0.9262,-1.3222,-0.9415,-1.5845,-1.1144,-0.0882,-0.3828,-0.2021,0.0156,0.3649,-0.6668,-0.3144,-0.3993,-0.2232,-0.0146,-0.0544,-0.0251,0.0103,0.0200,0.0700
1985-07-24,191.5800,0.2510,1,-0.5038,-1.4253,-1.8193,-1.4405,-2.0802,-1.6126,-0.5915,-0.8847,-0.1824,-0.4417,-0.7211,-0.6137,-0.3619,-0.4205,-0.2698,-0.0839,-0.1102,-0.0780,0.0300,0.0700
1985-07-25,192.0600,0.1770,1,0.2505,-0.2545,-1.1783,-1.5733,-1.1935,-1.8349,-1.3661,-0.3425,0.5287,0.0260,-0.1277,-0.3974,-0.3984,-0.2402,-0.3095,-0.1962,-0.0426,-0.0706,0.0400,0.0700
1985-07-26,192.4000,-1.4550,0,0.1770,0.4280,-0.0779,-1.0034,-1.3991,-1.0186,-1.6611,-1.1915,0.0156,0.4962,0.2133,-0.0260,-0.2537,-0.2835,-0.1710,-0.2403,-0.1499,-0.0184,0.0500,0.0700
1985-07-29,189.6000,0.1740,1,-1.4553,-1.2808,-1.0335,-1.5321,-2.4440,-2.8340,-2.4591,-3.0923,-1.7311,-1.5167,-0.6440,-0.3449,-0.3853,-0.4957,-0.4798,-0.3547,-0.3923,-0.2946,0.0100,0.0700
1985-07-30,189.9300,0.5210,1,0.1740,-1.2838,-1.1090,-0.8613,-1.3607,-2.2743,-2.6649,-2.2893,-1.7383,-1.0420,-0.6508,-0.3724,-0.2160,-0.2742,-0.3850,-0.3873,-0.2894,-0.3303,0.0200,0.0700
1985-07-31,190.9200,0.6230,1,0.5212,0.6962,-0.7692,-0.5936,-0.3445,-0.8465,-1.7649,-2.1575,-0.9340,-0.0680,0.3466,-0.2594,-0.1494,-0.0691,-0.1422,-0.2562,-0.2746,-0.2002,0.0300,0.0700
1985-08-01,192.1100,-0.3280,0,0.6233,1.1478,1.3238,-0.1507,0.0260,0.2766,-0.2285,-1.1526,-1.3404,-0.1352,0.5691,0.4381,-0.0380,0.0052,0.0462,-0.0329,-0.1463,-0.1750,0.0400,0.0800
1985-08-02,191.4800,-0.4490,0,-0.3279,0.2933,0.8161,0.9916,-0.4782,-0.3020,-0.0522,-0.5557,-2.1314,-0.7567,0.1460,0.2698,0.2459,-0.0964,-0.0506,-0.0075,-0.0699,-0.1666,0.0500,0.0800
1985-08-05,190.6200,-1.4110,0,-0.4491,-0.7756,-0.1571,0.3633,0.5380,-0.9252,-0.7498,-0.5011,-1.9344,-1.3813,-0.3900,-0.0522,0.0902,0.1068,-0.1555,-0.1077,-0.0628,-0.1122,0.0100,0.0800
1985-08-06,187.9300,-0.1330,0,-1.4112,-1.8540,-2.1758,-1.5661,-1.0530,-0.8808,-2.3233,-2.1504,-3.6899,-2.4855,-0.9378,-0.7333,-0.3923,-0.2099,-0.1461,-0.3354,-0.2708,-0.2126,0.0200,0.0800
1985-08-07,187.6800,0.6770,1,-0.1330,-1.5423,-1.9845,-2.3060,-1.6970,-1.1846,-1.0127,-2.4532,-3.4320,-3.6155,-0.7827,-0.6711,-0.5847,-0.3411,-0.1972,-0.1443,-0.3105,-0.2557,0.0300,0.0800
1985-08-08,188.9500,-0.3330,0,0.6767,0.5428,-0.8761,-1.3213,-1.6449,-1.0318,-0.5160,-0.3428,-1.8696,-3.4245,0.2708,-0.2958,-0.3350,-0.3338,-0.1730,-0.0737,-0.0428,-0.2018,0.0400,0.0800
1985-08-09,188.3200,-0.3660,0,-0.3334,0.3410,0.2075,-1.2066,-1.6503,-1.9728,-1.3618,-0.8477,-1.7016,-3.1176,0.1696,0.0690,-0.3055,-0.3349,-0.3339,-0.1959,-0.1061,-0.0749,0.0500,0.0800
1985-08-12,187.6300,-0.1760,0,-0.3664,-0.6986,-0.0266,-0.1596,-1.5686,-2.0106,-2.3320,-1.7232,-2.3066,-3.8436,-0.3511,-0.0088,-0.0399,-0.3179,-0.3404,-0.3387,-0.2172,-0.1348,0.0100,0.0800
1985-08-13,187.3000,0.0590,1,-0.1759,-0.5416,-0.8732,-0.2025,-0.3352,-1.7417,-2.1830,-2.5038,-2.6507,-3.6275,-0.2721,-0.2929,-0.0505,-0.0670,-0.2944,-0.3170,-0.3186,-0.2127,0.0200,0.0800
1985-08-14,187.4100,-0.0800,0,0.0587,-0.1173,-0.4832,-0.8150,-0.1439,-0.2767,-1.6840,-2.1255,-1.1551,-2.6694,-0.0587,-0.1618,-0.2052,-0.0287,-0.0461,-0.2441,-0.2703,-0.2769,0.0300,0.0800
1985-08-15,187.2600,-0.6190,0,-0.0800,-0.0214,-0.1972,-0.5629,-0.8944,-0.2238,-0.3565,-1.7627,-1.4058,-2.2549,-0.0107,-0.0658,-0.1414,-0.1802,-0.0373,-0.0510,-0.2236,-0.2492,0.0400,0.0800
1985-08-16,186.1000,0.1500,1,-0.6195,-0.6990,-0.6407,-0.8154,-1.1788,-1.5083,-0.8419,-0.9738,-2.5246,-3.1032,-0.3509,-0.2140,-0.2045,-0.2373,-0.2536,-0.1203,-0.1219,-0.2677,0.0500,0.0800
1985-08-19,186.3800,0.9120,1,0.1505,-0.4699,-0.5496,-0.4912,-0.6662,-1.0302,-1.3601,-0.6927,-2.9827,-3.1289,-0.2363,-0.1840,-0.1231,-0.1338,-0.1729,-0.1961,-0.0867,-0.0919,0.0100,0.0800
1985-08-20,188.0800,0.5740,1,0.9121,1.0639,0.4379,0.3575,0.4164,0.2398,-0.1274,-0.4604,-1.7756,-0.8017,0.5288,0.1463,0.0896,0.0834,0.0401,-0.0183,-0.0581,0.0237,0.0200,0.0800
1985-08-21,189.1600,-0.9520,0,0.5742,1.4916,1.6443,1.0146,0.9338,0.9931,0.8154,0.4460,-0.7659,-0.4054,0.7369,0.5429,0.2534,0.1868,0.1654,0.1166,0.0560,0.0124,0.0300,0.0800
1985-08-22,187.3600,-0.1010,0,-0.9516,-0.3828,0.5258,0.6771,0.0534,-0.0267,0.0320,-0.1439,-0.3033,-1.8647,-0.1912,0.1736,0.1678,0.0107,-0.0044,0.0046,-0.0180,-0.0569,0.0400,0.0800
1985-08-23,187.1700,0.0750,1,-0.1014,-1.0520,-0.4838,0.4239,0.5750,-0.0481,-0.1281,-0.0694,-0.2717,-2.5714,-0.5313,-0.1614,0.1051,0.1141,-0.0080,-0.0183,-0.0087,-0.0273,0.0500,0.0800
1985-08-26,187.3100,0.4220,1,0.0748,-0.0267,-0.9780,-0.4094,0.4990,0.6502,0.0267,-0.0534,-0.8680,-2.1778,-0.0134,-0.3293,-0.1025,0.0990,0.1075,0.0038,-0.0067,0.0006,0.0100,0.0800
1985-08-27,188.1000,0.3880,1,0.4218,0.4969,0.3950,-0.5604,0.0106,0.9228,1.0747,0.4486,-0.1168,-1.3220,0.2477,0.1315,-0.1413,0.0021,0.1526,0.1523,0.0560,0.0409,0.0200,0.0800
1985-08-28,188.8300,0.0530,1,0.3881,0.8115,0.8869,0.7846,-0.1745,0.3988,1.3145,1.4670,0.6396,0.4789,0.4033,0.2942,0.1956,-0.0352,0.0665,0.1862,0.1817,0.0930,0.0300,0.0800
1985-08-29,188.9300,-0.1590,0,0.0530,0.4412,0.8649,0.9403,0.8380,-0.1216,0.4519,1.3682,0.8703,0.6660,0.2197,0.2863,0.2337,0.1670,-0.0204,0.0645,0.1694,0.1673,0.0400,0.0800
1985-08-30,188.6300,-0.3820,0,-0.1588,-0.1059,0.2818,0.7047,0.7800,0.6778,-0.2802,0.2924,0.6510,-0.1694,-0.0530,0.0936,0.1750,0.1550,0.1125,-0.0403,0.0365,0.1329,0.0500,0.0800
1985-09-03,187.9100,-0.2870,0,-0.3817,-0.5399,-0.4872,-0.1010,0.3203,0.3954,0.2936,-0.6608,0.3471,-0.2177,-0.2709,-0.1627,-0.0252,0.0637,0.0655,0.0418,-0.0831,-0.0100,0.0200,0.0900
1985-09-04,187.3700,-0.0530,0,-0.2874,-0.6680,-0.8257,-0.7732,-0.3881,0.0320,0.1069,0.0053,0.6824,-0.1386,-0.3358,-0.2766,-0.1939,-0.0775,0.0053,0.0152,0.0007,-0.1058,0.0300,0.0900
1985-09-05,187.2700,0.5180,1,-0.0534,-0.3406,-0.7210,-0.8786,-0.8261,-0.4413,-0.0214,0.0534,0.4775,-0.0160,-0.1708,-0.2418,-0.2210,-0.1659,-0.0735,-0.0030,0.0066,-0.0053,0.0400,0.0900
1985-09-06,188.2400,0.0050,1,0.5180,0.4643,0.1756,-0.2068,-0.3652,-0.3124,0.0744,0.4965,0.0851,0.4429,0.2317,0.0586,-0.0519,-0.0734,-0.0523,0.0106,0.0618,0.0632,0.0500,0.0900
1985-09-09,188.2500,-0.7170,0,0.0053,0.5233,0.4697,0.1809,-0.2015,-0.3599,-0.3072,0.0797,-0.4811,0.5287,0.2603,0.1561,0.0453,-0.0405,-0.0603,-0.0441,0.0100,0.0555,0.0100,0.0900
1985-09-10,186.9000,-1.0010,0,-0.7171,-0.7119,-0.1976,-0.2508,-0.5375,-0.9171,-1.0745,-1.0221,-0.2455,0.4299,-0.3572,-0.0657,-0.0626,-0.1077,-0.1537,-0.1544,-0.1284,-0.0709,0.0200,0.0900
1985-09-11,185.0300,-0.7240,0,-1.0005,-1.7105,-1.7053,-1.1961,-1.2489,-1.5327,-1.9085,-2.0643,-1.1433,-0.7243,-0.8658,-0.5730,-0.2993,-0.2501,-0.2564,-0.2746,-0.2601,-0.2250,0.0300,0.0900
1985-09-12,183.6900,-0.4250,0,-0.7242,-1.7175,-2.4223,-2.4171,-1.9117,-1.9640,-2.2458,-2.6189,-1.9326,-2.3341,-0.8706,-0.8207,-0.6117,-0.3841,-0.3288,-0.3229,-0.3305,-0.3113,0.0400,0.0900
1985-09-13,182.9100,-0.0160,0,-0.4246,-1.1458,-2.1348,-2.8367,-2.8315,-2.3282,-2.3803,-2.6608,-2.7592,-3.3041,-0.5783,-0.7233,-0.7231,-0.5751,-0.3910,-0.3425,-0.3356,-0.3410,0.0500,0.0900
1985-09-16,182.8800,-0.8310,0,-0.0164,-0.4410,-1.1620,-2.1509,-2.8526,-2.8474,-2.3442,-2.3963,-3.1510,-2.3911,-0.2214,-0.3913,-0.5473,-0.5828,-0.4830,-0.3382,-0.3023,-0.3007,0.0100,0.0900
1985-09-17,181.3600,0.1930,1,-0.8311,-0.8474,-1.2684,-1.9835,-2.9641,-3.6600,-3.6549,-3.1559,-4.0068,-3.1041,-0.4255,-0.4258,-0.5022,-0.6049,-0.6248,-0.5329,-0.3995,-0.3606,0.0200,0.0900
1985-09-18,181.7100,0.9250,1,0.1930,-0.6398,-0.6561,-1.0779,-1.7943,-2.7769,-3.4741,-3.4690,-3.6686,-2.9897,-0.3223,-0.2198,-0.2717,-0.3638,-0.4729,-0.5092,-0.4434,-0.3347,0.0300,0.0900
1985-09-19,183.3900,-0.7310,0,0.9245,1.1193,0.2789,0.2624,-0.1633,-0.8863,-1.8780,-2.5817,-2.4054,-2.5040,0.5560,0.0933,0.0658,-0.0329,-0.1496,-0.2740,-0.3311,-0.2929,0.0400,0.0900
1985-09-20,182.0500,1.2360,1,-0.7307,0.1871,0.3805,-0.4539,-0.4702,-0.8928,-1.6105,-2.5950,-2.8393,-3.5905,0.0930,0.1261,-0.1139,-0.0944,-0.1499,-0.2332,-0.3315,-0.3758,0.0500,0.0900
1985-09-23,184.3000,-0.9120,0,1.2359,0.4962,1.4253,1.6211,0.7765,0.7599,0.3321,-0.3945,-1.5859,-2.4506,0.2484,0.4711,0.4019,0.1556,0.1269,0.0477,-0.0499,-0.1578,0.0100,0.0900
1985-09-24,182.6200,-1.0730,0,-0.9116,0.3131,-0.4199,0.5008,0.6947,-0.1422,-0.1586,-0.5825,-2.9856,-3.1861,0.1553,-0.1403,0.1243,0.1378,-0.0237,-0.0227,-0.0732,-0.1465,0.0200,0.0900
1985-09-25,180.6600,0.3490,1,-1.0733,-1.9750,-0.7635,-1.4886,-0.5778,-0.3860,-1.2139,-1.2301,-4.0319,-3.8582,-1.0020,-0.2538,-0.3742,-0.1150,-0.0639,-0.1740,-0.1542,-0.1845,0.0300,0.0900
1985-09-26,181.2900,0.4360,1,0.3487,-0.7283,-1.6332,-0.4175,-1.1451,-0.2311,-0.0386,-0.8694,-3.0016,-3.2449,-0.3675,-0.5527,-0.1043,-0.2305,-0.0384,-0.0055,-0.1091,-0.0988,0.0400,0.0900
1985-09-30,182.0800,1.6420,1,0.4358,0.7860,-0.2957,-1.2046,0.0165,-0.7143,0.2036,0.3970,-1.5943,-2.7714,0.3908,-0.0993,-0.3055,0.0033,-0.1199,0.0290,0.0494,-0.0488,0.0100,0.0900
1985-10-01,185.0700,-0.5460,0,1.6421,2.0851,2.4411,1.3416,0.4178,1.6589,0.9161,1.8491,0.7513,-1.6840,1.0296,0.8041,0.3360,0.0845,0.2755,0.1314,0.2299,0.2258,0.0200,0.1000
1985-10-02,184.0600,0.1630,1,-0.5457,1.0874,1.5279,1.8820,0.7885,-0.1302,1.1041,0.3653,0.6287,-2.2258,0.5364,0.5025,0.4642,0.1577,-0.0219,0.1570,0.0458,0.1428,0.0300,0.1000
1985-10-03,184.3600,-0.6180,0,0.1630,-0.3836,1.2522,1.6934,2.0480,0.9528,0.0326,1.2689,0.8093,-1.3590,-0.1927,0.4119,0.4174,0.4036,0.1585,0.0047,0.1577,0.0589,0.0400,0.1000
1985-10-04,183.2200,-0.7370,0,-0.6184,-0.4564,-0.9996,0.6261,1.0646,1.4170,0.3286,-0.5860,1.0256,-0.9782,-0.2285,-0.3354,0.1547,0.2101,0.2327,0.0468,-0.0738,0.0710,0.0500,0.1000
1985-10-07,181.8700,0.0000,0,-0.7368,-1.3506,-1.1898,-1.7291,-0.1153,0.3199,0.6698,-0.4107,0.0880,-0.9908,-0.6820,-0.3986,-0.4363,-0.0229,0.0527,0.0944,-0.0513,-0.1477,0.0100,0.1000
1985-10-08,181.8700,0.3570,1,0.0000,-0.7368,-1.3506,-1.1898,-1.7291,-0.1153,0.3199,0.6698,-0.8288,-0.5686,-0.3711,-0.4552,-0.2995,-0.3496,-0.0191,0.0452,0.0827,-0.0456,0.0200,0.1000
1985-10-09,182.5200,0.1420,1,0.3574,0.3574,-0.3821,-0.9980,-0.8367,-1.3779,0.2417,0.6785,0.2582,-0.1969,0.1784,-0.1281,-0.2522,-0.1685,-0.2323,0.0343,0.0840,0.1130,0.0300,0.1000
1985-10-10,182.7800,0.8210,1,0.1424,0.5004,0.5004,-0.2401,-0.8570,-0.6954,-1.2374,0.3844,-0.8247,0.7830,0.2491,0.1663,-0.0604,-0.1732,-0.1167,-0.1788,0.0478,0.0904,0.0400,0.1000
1985-10-11,184.2800,1.1340,1,0.8207,0.9643,1.3251,1.3251,0.5785,-0.0434,0.1195,-0.4269,0.9090,1.4143,0.4795,0.4385,0.3295,0.1161,-0.0073,0.0172,-0.0539,0.1333,0.0500,0.1000
1985-10-14,186.3700,-0.1560,0,1.1341,1.9641,2.1094,2.4743,2.4743,1.7192,1.0903,1.2550,3.1606,1.6250,0.9686,0.6957,0.6115,0.4903,0.2864,0.1567,0.1574,0.0787,0.0100,0.1000
1985-10-15,186.0800,1.0210,1,-0.1556,0.9768,1.8055,1.9505,2.3148,2.3148,1.5610,0.9330,2.6422,2.2137,0.4833,0.5927,0.4814,0.4566,0.3814,0.2224,0.1171,0.1222,0.0200,0.1000
1985-10-16,187.9800,-0.1700,0,1.0211,0.8639,2.0078,2.8449,2.9914,3.3595,3.3595,2.5980,3.2403,1.9967,0.4304,0.6602,0.6983,0.5887,0.5504,0.4730,0.3230,0.2185,0.0300,0.1000
1985-10-17,187.6600,-0.3300,0,-0.1702,0.8491,0.6922,1.8342,2.6699,2.8161,3.1836,3.1836,1.3995,2.7598,0.4206,0.2297,0.4518,0.5234,0.4609,0.4462,0.3913,0.2672,0.0400,0.1000
1985-10-18,187.0400,-0.0430,0,-0.3304,-0.5001,0.5159,0.3595,1.4977,2.3307,2.4764,2.8427,1.6190,3.5315,-0.2509,0.1706,0.0895,0.2951,0.3806,0.3471,0.3482,0.3102,0.0500,0.1000
1985-10-21,186.9600,0.5780,1,-0.0428,-0.3730,-0.5426,0.4729,0.3166,1.4543,2.2869,2.4326,1.4103,3.1276,-0.1872,-0.1816,0.1174,0.0631,0.2388,0.3200,0.2982,0.3045,0.0100,0.1000
1985-10-22,188.0400,0.5580,1,0.5777,0.5346,0.2025,0.0319,1.0533,0.8961,2.0404,2.8778,2.6307,3.2733,0.2667,0.0676,0.0080,0.2090,0.1486,0.2870,0.3520,0.3291,0.0200,0.1000
1985-10-23,189.0900,-0.3120,0,0.5584,1.1393,1.0960,0.7620,0.5905,1.6176,1.4595,2.6102,3.9699,2.1721,0.5648,0.3634,0.1904,0.1182,0.2671,0.2072,0.3208,0.3748,0.0300,0.1000
1985-10-24,188.5000,-0.5200,0,-0.3120,0.2446,0.8237,0.7806,0.4476,0.2766,1.3005,1.1429,3.6455,2.4123,0.1218,0.2723,0.1940,0.0894,0.0461,0.1840,0.1419,0.2500,0.0400,0.1000
1985-10-25,187.5200,0.1280,1,-0.5199,-0.8303,-0.2765,0.2995,0.2566,-0.0746,-0.2447,0.7739,2.7394,1.7140,-0.4175,-0.0920,0.0744,0.0511,-0.0124,-0.0350,0.0958,0.0681,0.0500,0.1000
1985-10-28,187.7600,0.7830,1,0.1280,-0.3926,-0.7034,-0.1489,0.4279,0.3849,0.0533,-0.1170,2.7246,2.4779,-0.1972,-0.2359,-0.0372,0.0850,0.0638,0.0076,-0.0146,0.0994,0.0100,0.1000
