"cdate","cp","pctlead","pctlag1","moydow"
"1984-02-08",155.850006,-0.275911442698318,-1.82058643629247,"02_3"
"1984-02-09",155.419998,0.566210919652702,-0.275911442698318,"02_4"
"1984-02-10",156.300003,-0.863727430638634,0.566210919652702,"02_5"
"1984-02-13",154.949997,1.07131592909938,-0.863727430638634,"02_1"
"1984-02-14",156.610001,-0.22987101570864,1.07131592909938,"02_2"
"1984-02-15",156.25,-0.0767967999999928,-0.22987101570864,"02_3"
"1984-02-16",156.130005,-0.24979183213375,-0.0767967999999928,"02_4"
"1984-02-17",155.740005,-0.70630921066171,-0.24979183213375,"02_5"
"1984-02-21",154.639999,-0.213399509915919,-0.70630921066171,"02_2"
"1984-02-22",154.309998,-0.012964163216435,-0.213399509915919,"02_3"
"1984-02-23",154.289993,2.08698045634106,-0.012964163216435,"02_4"
"1984-02-24",157.509995,1.13644089697292,2.08698045634106,"02_5"
"1984-02-27",159.300003,-1.55680850803248,1.13644089697292,"02_1"
"1984-02-28",156.820007,0.153035957969319,-1.55680850803248,"02_2"
"1984-02-29",157.059998,0.719472822099479,0.153035957969319,"02_3"
"1984-03-01",158.190002,0.663760659159739,0.719472822099479,"03_4"
"1984-03-02",159.240005,-0.847780681745148,0.663760659159739,"03_5"
"1984-03-05",157.889999,-1.03869720082777,-0.847780681745148,"03_1"
"1984-03-06",156.25,-1.07519552,-1.03869720082777,"03_2"
"1984-03-07",154.570007,0.401109511497912,-1.07519552,"03_3"
"1984-03-08",155.190002,-0.541269404713317,0.401109511497912,"03_4"
"1984-03-09",154.350006,1.28927108690881,-0.541269404713317,"03_5"
"1984-03-12",156.339996,0.28143981786976,1.28927108690881,"03_1"
"1984-03-13",156.779999,-0.0063751754456916,0.28143981786976,"03_2"
"1984-03-14",156.770004,0.408241362295294,-0.0063751754456916,"03_3"
"1984-03-15",157.410004,1.1816275666952,0.408241362295294,"03_4"
"1984-03-16",159.270004,-0.935521418081961,1.1816275666952,"03_5"
"1984-03-19",157.779999,0.684498673371146,-0.935521418081961,"03_1"
"1984-03-20",158.860001,-0.125895126992996,0.684498673371146,"03_2"
"1984-03-21",158.660004,-1.24165003802722,-0.125895126992996,"03_3"
"1984-03-22",156.690002,0.108493839957969,-1.24165003802722,"03_4"
"1984-03-23",156.860001,-0.121129031485865,0.108493839957969,"03_5"
"1984-03-26",156.669998,0.402122300403688,-0.121129031485865,"03_1"
"1984-03-27",157.300003,1.64017924398896,0.402122300403688,"03_2"
"1984-03-28",159.880005,-0.225169495084774,1.64017924398896,"03_3"
"1984-03-29",159.520004,-0.213146308597136,-0.225169495084774,"03_4"
"1984-03-30",159.179993,-0.753861699189795,-0.213146308597136,"03_5"
"1984-04-02",157.979996,-0.20255222692879,-0.753861699189795,"04_1"
