"cdate","cp","pctlead","pctlag1","dow","moy"
"1990-01-02",359.690002,-0.25855375318438,1.77985515189341,2,1
"1990-01-03",358.76001,-0.861299173227261,-0.25855375318438,3,1
"1990-01-04",355.670013,-0.975623716694938,-0.861299173227261,4,1
"1990-01-05",352.200012,0.451447173715594,-0.975623716694938,5,1
"1990-01-08",353.790009,-1.17866923709538,0.451447173715594,1,1
"1990-01-09",349.619995,-0.660716501640591,-1.17866923709538,2,1
"1990-01-10",347.309998,0.351271488590999,-0.660716501640591,3,1
"1990-01-11",348.529999,-2.4675081125513,0.351271488590999,4,1
"1990-01-12",339.929993,-0.861940123065288,-2.4675081125513,5,1
"1990-01-15",337,1.11275964391691,-0.861940123065288,1,1
"1990-01-16",340.75,-0.983127219369041,1.11275964391691,2,1
"1990-01-17",337.399994,0.234145825147822,-0.983127219369041,3,1
"1990-01-18",338.190002,0.283861732849216,0.234145825147822,4,1
"1990-01-19",339.149994,-2.5858732581903,0.283861732849216,5,1
"1990-01-22",330.380005,0.372292506018944,-2.5858732581903,1,1
"1990-01-23",331.609985,-0.407097210899718,0.372292506018944,2,1
"1990-01-24",330.26001,-1.26567639842317,-0.407097210899718,3,1
"1990-01-25",326.079987,-0.0858681952781212,-1.26567639842317,4,1
"1990-01-26",325.799988,-0.184154702915449,-0.0858681952781212,5,1
"1990-01-29",325.200012,-0.682657108881049,-0.184154702915449,1,1
"1990-01-30",322.980011,1.88865434152209,-0.682657108881049,2,1
"1990-01-31",329.079987,-0.0881177863909479,1.88865434152209,3,1
"1990-02-01",328.790009,0.647831120683471,-0.0881177863909479,4,2
"1990-02-02",330.920013,0.281032564808954,0.647831120683471,5,2
"1990-02-05",331.850006,-0.65993730914683,0.281032564808954,1,2
"1990-02-06",329.660004,1.24067097930387,-0.65993730914683,2,2
"1990-02-07",333.75,-0.2367068164794,1.24067097930387,3,2
"1990-02-08",332.959991,0.198223215353227,-0.2367068164794,4,2
"1990-02-09",333.619995,-1.06108987862073,0.198223215353227,5,2
"1990-02-12",330.079987,0.284780064536295,-1.06108987862073,1,2
"1990-02-13",331.019989,0.299081938523058,0.284780064536295,2,2
"1990-02-14",332.01001,0.867445231545875,0.299081938523058,3,2
"1990-02-15",334.890015,-0.647978113053021,0.867445231545875,4,2
"1990-02-16",332.720001,-1.42161907483285,-0.647978113053021,5,2
"1990-02-20",327.98999,-0.0975569406859016,-1.42161907483285,2,2
"1990-02-21",327.670013,-0.601214918009592,-0.0975569406859016,3,2
"1990-02-22",325.700012,-0.475903574728767,-0.601214918009592,4,2
"1990-02-23",324.149994,1.3944220526501,-0.475903574728767,5,2
"1990-02-26",328.670013,0.483766981200089,1.3944220526501,1,2
"1990-02-27",330.26001,0.493552034955726,0.483766981200089,2,2
"1990-02-28",331.890015,0.256101407570207,0.493552034955726,3,2
"1990-03-01",332.73999,0.841503601656062,0.256101407570207,4,3
"1990-03-02",335.540009,-0.536454357667976,0.841503601656062,5,3
"1990-03-05",333.73999,1.2554692651606,-0.536454357667976,1,3
"1990-03-06",337.929993,-0.289995271298694,1.2554692651606,2,3
"1990-03-07",336.950012,0.985302532056296,-0.289995271298694,3,3
"1990-03-08",340.269989,-0.687688034691765,0.985302532056296,4,3
"1990-03-09",337.929993,0.218986185106085,-0.687688034691765,5,3
"1990-03-12",338.670013,-0.788381875427507,0.218986185106085,1,3
"1990-03-13",336,0.258927083333338,-0.788381875427507,2,3
"1990-03-14",336.869995,0.356224067982059,0.258927083333338,3,3
"1990-03-15",338.070007,1.13585852648562,0.356224067982059,4,3
"1990-03-16",341.910004,0.473807429161962,1.13585852648562,5,3
"1990-03-19",343.529999,-0.570544641139186,0.473807429161962,1,3
"1990-03-20",341.570007,-0.535766303392089,-0.570544641139186,2,3
"1990-03-21",339.73999,-1.19208457032096,-0.535766303392089,3,3
"1990-03-22",335.690002,0.455777351391011,-1.19208457032096,4,3
"1990-03-23",337.220001,0.121583535610024,0.455777351391011,5,3
"1990-03-26",337.630005,1.14622365983142,0.121583535610024,1,3
"1990-03-27",341.5,0.146412884333821,1.14622365983142,2,3
"1990-03-28",342,-0.353798538011697,0.146412884333821,3,3
"1990-03-29",340.790009,-0.249422511679327,-0.353798538011697,4,3
"1990-03-30",339.940002,-0.364767309732491,-0.249422511679327,5,3
"1990-04-02",338.700012,1.45851869648,-0.364767309732491,1,4
"1990-04-03",343.640015,-0.742061136273673,1.45851869648,2,4
"1990-04-04",341.089996,-0.105539594893306,-0.742061136273673,3,4
"1990-04-05",340.730011,-0.190773920410543,-0.105539594893306,4,4
"1990-04-06",340.079987,0.379324879237895,-0.190773920410543,5,4
"1990-04-09",341.369995,0.205059615740381,0.379324879237895,1,4
"1990-04-10",342.070007,-0.0438489189144234,0.205059615740381,2,4
"1990-04-11",341.920013,0.707762900090906,-0.0438489189144234,3,4
"1990-04-12",344.339996,0.116162515143896,0.707762900090906,4,4
"1990-04-16",344.73999,-0.017403551006645,0.116162515143896,1,4
"1990-04-17",344.679993,-1.14888942799764,-0.017403551006645,2,4
"1990-04-18",340.720001,-0.77189627620365,-1.14888942799764,3,4
"1990-04-19",338.089996,-0.878464620408339,-0.77189627620365,4,4
"1990-04-20",335.119995,-1.21449243874572,-0.878464620408339,5,4
"1990-04-23",331.049988,-0.208428643712861,-1.21449243874572,1,4
"1990-04-24",330.359985,0.505513402296583,-0.208428643712861,2,4
"1990-04-25",332.029999,0.268052285239445,0.505513402296583,3,4
"1990-04-26",332.920013,-1.14442744539962,0.268052285239445,4,4
